agency_cd,site_no,date,q.arklasco,tmax.arklasco,tmin.arklasco,ec.arklasco,,,,INDEP,SHIFT,DEP
USGS,7124000,6/26/2001,287,26.8,NA,1470,,,,11.97,0,18000
USGS,7124000,6/27/2001,314,27,20,1380,,,,11.98,0,18100
USGS,7124000,6/28/2001,395,27.9,22.3,1210,,,,11.99,0,18100
USGS,7124000,6/29/2001,398,28.8,22.6,1140,,,,12,0,18200
USGS,7124000,6/30/2001,333,28.8,22.7,1210,,,,12.01,0,18300
USGS,7124000,7/1/2001,350,28.3,22.5,1170,,,,12.02,0,18400
USGS,7124000,7/2/2001,290,28.7,21,1270,,,,12.03,0,18500
USGS,7124000,7/3/2001,311,29.5,22,1280,,,,12.04,0,18600
USGS,7124000,7/4/2001,314,29.8,22.6,1290,,,,12.05,0,18700
USGS,7124000,7/5/2001,279,30.3,22.6,1370,,,,12.06,0,18800
USGS,7124000,7/6/2001,200,31.5,22.4,1560,,,,12.07,0,18900
USGS,7124000,7/7/2001,153,31.8,21.4,1720,,,,12.08,0,19000
USGS,7124000,7/8/2001,135,32.6,22,1780,,,,12.09,0,19100
USGS,7124000,7/9/2001,89,33.4,21,2220,,,,12.1,0,19200
USGS,7124000,7/10/2001,73,32.9,19.6,2440,,,,12.11,0,19200
USGS,7124000,7/11/2001,61,33.4,19,2660,,,,12.12,0,19300
USGS,7124000,7/12/2001,53,32.3,18.4,2840,,,,12.13,0,19400
USGS,7124000,7/13/2001,159,29.8,NA,NA,,,,12.14,0,19500
USGS,7124000,7/14/2001,228,30.1,NA,1440,,,,12.15,0,19600
USGS,7124000,7/15/2001,616,28.9,23,1260,,,,12.16,0,19700
USGS,7124000,7/16/2001,1620,27,24,955,,,,12.17,0,19800
USGS,7124000,7/17/2001,513,25.8,23.1,1060,,,,12.18,0,19900
USGS,7124000,7/18/2001,214,NA,NA,NA,,,,12.19,0,20000
USGS,7124000,7/19/2001,282,NA,NA,NA,,,,12.2,0,20100
USGS,7124000,7/20/2001,325,NA,NA,NA,,,,12.21,0,20200
USGS,7124000,7/21/2001,268,NA,NA,NA,,,,12.22,0,20300
USGS,7124000,7/22/2001,230,NA,NA,NA,,,,12.23,0,20400
USGS,7124000,7/23/2001,214,NA,NA,NA,,,,12.24,0,20500
USGS,7124000,7/24/2001,214,NA,NA,NA,,,,12.25,0,20600
USGS,7124000,7/25/2001,178,NA,NA,NA,,,,12.26,0,20700
USGS,7124000,7/26/2001,152,NA,NA,NA,,,,12.27,0,20800
USGS,7124000,7/27/2001,267,27.5,20,1650,,,,12.28,0,20900
USGS,7124000,7/28/2001,185,30.7,21.6,1830,,,,12.29,0,21000
USGS,7124000,7/29/2001,130,32,21.6,2090,,,,12.3,0,21000
USGS,7124000,7/30/2001,110,31,21.3,2240,,,,12.31,0,21100
USGS,7124000,7/31/2001,96,31,21.7,2340,,,,12.32,0,21100
USGS,7124000,8/1/2001,88,32.3,20.6,2500,,,,12.33,0,21200
USGS,7124000,8/2/2001,89,31.7,20.2,2550,,,,12.34,0,21300
USGS,7124000,8/3/2001,102,32.3,21.2,2190,,,,12.35,0,21300
USGS,7124000,8/4/2001,118,32.3,22.6,1970,,,,12.36,0,21400
USGS,7124000,8/5/2001,118,33,21.2,1960,,,,12.37,0,21400
USGS,7124000,8/6/2001,114,33.6,23,1980,,,,12.38,0,21500
USGS,7124000,8/7/2001,105,31,21.9,2190,,,,12.39,0,21600
USGS,7124000,8/8/2001,120,31.6,19.1,2290,,,,12.4,0,21600
USGS,7124000,8/9/2001,159,25.6,20.2,1790,,,,12.41,0,21700
USGS,7124000,8/10/2001,189,26.1,19.1,1800,,,,12.42,0,21700
USGS,7124000,8/11/2001,314,28.4,21.1,1440,,,,12.43,0,21800
USGS,7124000,8/12/2001,471,28.1,22.6,1250,,,,12.44,0,21900
USGS,7124000,8/13/2001,479,26.3,23,1180,,,,12.45,0,21900
USGS,7124000,8/14/2001,420,27.4,22.6,1170,,,,12.46,0,22000
USGS,7124000,8/15/2001,390,25.7,21.8,1200,,,,12.47,0,22000
USGS,7124000,8/16/2001,355,26.9,20,1260,,,,12.48,0,22100
USGS,7124000,8/17/2001,376,26.8,19.9,1320,,,,12.49,0,22200
USGS,7124000,8/18/2001,412,27.5,20.7,1350,,,,12.5,0,22200
USGS,7124000,8/19/2001,407,27.9,20.8,1380,,,,12.51,0,22300
USGS,7124000,8/20/2001,359,26.3,21.6,1460,,,,12.52,0,22300
USGS,7124000,8/21/2001,301,27.5,20,1570,,,,12.53,0,22400
USGS,7124000,8/22/2001,260,28.6,21,1710,,,,12.54,0,22500
USGS,7124000,8/23/2001,191,28.8,19.3,2090,,,,12.55,0,22500
USGS,7124000,8/24/2001,155,31,18.4,2450,,,,12.56,0,22600
USGS,7124000,8/25/2001,145,22.4,17.8,2550,,,,12.57,0,22700
USGS,7124000,8/26/2001,145,28.8,15.1,2560,,,,12.58,0,22700
USGS,7124000,8/27/2001,157,28.7,17,2330,,,,12.59,0,22800
USGS,7124000,8/28/2001,371,25.1,19.6,1200,,,,12.6,0,22800
USGS,7124000,8/29/2001,225,25,19.3,1350,,,,12.61,0,22900
USGS,7124000,8/30/2001,178,26.9,19.1,1600,,,,12.62,0,23000
USGS,7124000,8/31/2001,128,27.7,19.4,1990,,,,12.63,0,23000
USGS,7124000,9/1/2001,124,29,17.7,2170,,,,12.64,0,23100
USGS,7124000,9/2/2001,114,28.5,17.6,2410,,,,12.65,0,23200
USGS,7124000,9/3/2001,210,26.5,18.3,1830,,,,12.66,0,23200
USGS,7124000,9/4/2001,284,25.7,19.6,1390,,,,12.67,0,23300
USGS,7124000,9/5/2001,169,25.8,18.6,1820,,,,12.68,0,23300
USGS,7124000,9/6/2001,129,26.7,17.2,2210,,,,12.69,0,23400
USGS,7124000,9/7/2001,98,22.4,14.9,2460,,,,12.7,0,23500
USGS,7124000,9/8/2001,88,16.3,12.5,2470,,,,12.71,0,23500
USGS,7124000,9/9/2001,76,23.9,9.8,2540,,,,12.72,0,23600
USGS,7124000,9/10/2001,65,26.4,11.5,2790,,,,12.73,0,23700
USGS,7124000,9/11/2001,65,27.2,13.5,2700,,,,12.74,0,23700
USGS,7124000,9/12/2001,68,26.6,13.4,2620,,,,12.75,0,23800
USGS,7124000,9/13/2001,66,27.5,15,2570,,,,12.76,0,23900
USGS,7124000,9/14/2001,53,29.4,16.8,2860,,,,12.77,0,23900
USGS,7124000,9/15/2001,58,26.4,17.2,2680,,,,12.78,0,24000
USGS,7124000,9/16/2001,55,NA,NA,NA,,,,12.79,0,24000
USGS,7124000,9/17/2001,54,NA,NA,NA,,,,12.8,0,24100
USGS,7124000,9/18/2001,72,25.3,NA,NA,,,,12.81,0,24200
USGS,7124000,9/19/2001,73,26.5,15.1,NA,,,,12.82,0,24200
USGS,7124000,9/20/2001,83,25.3,15.3,NA,,,,12.83,0,24300
USGS,7124000,9/21/2001,104,25.3,15.7,NA,,,,12.84,0,24400
USGS,7124000,9/22/2001,84,24.2,15.7,NA,,,,12.85,0,24400
USGS,7124000,9/23/2001,62,24,14.1,NA,,,,12.86,0,24500
USGS,7124000,9/24/2001,49,23.3,11.4,NA,,,,12.87,0,24600
USGS,7124000,9/25/2001,44,23.7,11.2,NA,,,,12.88,0,24600
USGS,7124000,9/26/2001,42,26.1,12,NA,,,,12.89,0,24700
USGS,7124000,9/27/2001,39,26.3,13.1,NA,,,,12.9,0,24800
USGS,7124000,9/28/2001,35,24.8,13,NA,,,,12.91,0,24800
USGS,7124000,9/29/2001,38,22.5,12.4,NA,,,,12.92,0,24900
USGS,7124000,9/30/2001,50,23.8,14.5,NA,,,,12.93,0,25000
USGS,7124000,10/1/2001,47,25.3,14,NA,,,,12.94,0,25000
USGS,7124000,10/2/2001,38,25.4,12.9,NA,,,,12.95,0,25100
USGS,7124000,10/3/2001,33,24.1,12.6,3050,,,,12.96,0,25200
USGS,7124000,10/4/2001,31,21,12,3140,,,,12.97,0,25200
USGS,7124000,10/5/2001,30,16.1,10.1,3170,,,,12.98,0,25300
USGS,7124000,10/6/2001,30,20.4,7,3200,,,,12.99,0,25400
USGS,7124000,10/7/2001,30,21.6,9.2,3220,,,,13,0,25400
USGS,7124000,10/8/2001,32,22.8,11,3190,,,,13.01,0,25500
USGS,7124000,10/9/2001,39,21.5,12.3,2820,,,,13.02,0,25600
USGS,7124000,10/10/2001,38,18.4,10.5,2860,,,,13.03,0,25600
USGS,7124000,10/11/2001,36,20,8.2,2980,,,,13.04,0,25700
USGS,7124000,10/12/2001,37,14,8,2910,,,,13.05,0,25800
USGS,7124000,10/13/2001,45,NA,NA,2720,,,,13.06,0,25800
USGS,7124000,10/14/2001,47,18.5,7,2630,,,,13.07,0,25900
USGS,7124000,10/15/2001,49,16.7,7.5,2650,,,,13.08,0,26000
USGS,7124000,10/16/2001,53,16.5,NA,2600,,,,13.09,0,26000
USGS,7124000,10/17/2001,59,17.8,7,2410,,,,13.1,0,26100
USGS,7124000,10/18/2001,64,15.7,9.1,2320,,,,13.11,0,26200
USGS,7124000,10/19/2001,73,16,7,2150,,,,13.12,0,26200
USGS,7124000,10/20/2001,82,15.7,7.6,2100,,,,13.13,0,26300
USGS,7124000,10/21/2001,90,14.6,8,2030,,,,13.14,0,26400
USGS,7124000,10/22/2001,97,17.2,8.6,1980,,,,13.15,0,26400
USGS,7124000,10/23/2001,93,17.2,9.1,2040,,,,13.16,0,26500
USGS,7124000,10/24/2001,79,14.8,7.9,2270,,,,13.17,0,26600
USGS,7124000,10/25/2001,69,13.9,5,2550,,,,13.18,0,26600
USGS,7124000,10/26/2001,65,14.2,4.9,2690,,,,13.19,0,26700
USGS,7124000,10/27/2001,77,14.3,5.1,2470,,,,13.2,0,26800
USGS,7124000,10/28/2001,91,14.8,7.3,2250,,,,13.21,0,26800
USGS,7124000,10/29/2001,101,14.8,8.7,2130,,,,13.22,0,26900
USGS,7124000,10/30/2001,100,14.6,8.6,2140,,,,13.23,0,27000
USGS,7124000,10/31/2001,100,16.1,11.1,2210,,,,13.24,0,27000
USGS,7124000,11/1/2001,105,15.3,8.6,2210,,,,13.25,0,27100
USGS,7124000,11/2/2001,94,15.4,7.6,2230,,,,13.26,0,27200
USGS,7124000,11/3/2001,73,16.2,8.3,2470,,,,13.27,0,27300
USGS,7124000,11/4/2001,60,16.7,10.5,2670,,,,13.28,0,27300
USGS,7124000,11/5/2001,53,17.4,8.2,2710,,,,13.29,0,27400
USGS,7124000,11/6/2001,43,17.6,8,2840,,,,13.3,0,27500
USGS,7124000,11/7/2001,32,17.9,7.5,3230,,,,13.31,0,27500
USGS,7124000,11/8/2001,28,11.5,6.2,3250,,,,13.32,0,27600
USGS,7124000,11/9/2001,26,14.8,4.2,3260,,,,13.33,0,27700
USGS,7124000,11/10/2001,25,14.7,4.7,3280,,,,13.34,0,27700
USGS,7124000,11/11/2001,25,14.9,4.9,3240,,,,13.35,0,27800
USGS,7124000,11/12/2001,26,15.4,6.1,3140,,,,13.36,0,27900
USGS,7124000,11/13/2001,25,14.9,6.9,3230,,,,13.37,0,28000
USGS,7124000,11/14/2001,26,14.2,7.5,3240,,,,13.38,0,28000
USGS,7124000,11/15/2001,75,13.8,7.4,2110,,,,13.39,0,28100
USGS,7124000,11/16/2001,81,12.9,9.1,2120,,,,13.4,0,28200
USGS,7124000,11/17/2001,71,13.6,6.9,2250,,,,13.41,0,28200
USGS,7124000,11/18/2001,68,12.4,6,2380,,,,13.42,0,28300
USGS,7124000,11/19/2001,67,11.1,5.4,2410,,,,13.43,0,28400
USGS,7124000,11/20/2001,153,8.5,2.8,2140,,,,13.44,0,28500
USGS,7124000,11/21/2001,182,8.1,2.7,1910,,,,13.45,0,28500
USGS,7124000,11/22/2001,170,7.1,3.3,1960,,,,13.46,0,28600
USGS,7124000,11/23/2001,183,7.3,5.2,2020,,,,13.47,0,28700
USGS,7124000,11/24/2001,197,8,3.5,2020,,,,13.48,0,28700
USGS,7124000,11/25/2001,181,8.5,3.6,2100,,,,13.49,0,28800
USGS,7124000,11/26/2001,175,5,2,2270,,,,13.5,0,28900
USGS,7124000,11/27/2001,166,3.6,0,2310,,,,13.51,0,29000
USGS,7124000,11/28/2001,146,NA,NA,NA,,,,13.52,0,29000
USGS,7124000,11/29/2001,155,NA,NA,NA,,,,13.53,0,29100
USGS,7124000,11/30/2001,159,NA,NA,NA,,,,13.54,0,29200
USGS,7124000,12/1/2001,166,NA,NA,NA,,,,13.55,0,29200
USGS,7124000,12/2/2001,155,NA,NA,NA,,,,13.56,0,29300
USGS,7124000,12/3/2001,149,NA,NA,NA,,,,13.57,0,29400
USGS,7124000,12/4/2001,150,8.7,NA,NA,,,,13.58,0,29500
USGS,7124000,12/5/2001,150,8.5,4.4,2440,,,,13.59,0,29500
USGS,7124000,12/6/2001,149,7.1,2.2,2410,,,,13.6,0,29600
USGS,7124000,12/7/2001,147,5.5,2.5,2340,,,,13.61,0,29700
USGS,7124000,12/8/2001,144,5.1,0.3,2270,,,,13.62,0,29800
USGS,7124000,12/9/2001,149,5.2,0,2270,,,,13.63,0,29800
USGS,7124000,12/10/2001,149,5,0.2,2240,,,,13.64,0,29900
USGS,7124000,12/11/2001,148,5.5,0.7,2210,,,,13.65,0,30000
USGS,7124000,12/12/2001,146,3.5,0.8,2180,,,,13.66,0,30100
USGS,7124000,12/13/2001,145,1.5,0,2150,,,,13.67,0,30100
USGS,7124000,12/14/2001,132,3.1,0,2220,,,,13.68,0,30200
USGS,7124000,12/15/2001,283,0.1,0,1850,,,,13.69,0,30300
USGS,7124000,12/16/2001,195,3.4,0,1840,,,,13.7,0,30300
USGS,7124000,12/17/2001,171,4.8,0,2010,,,,13.71,0,30400
USGS,7124000,12/18/2001,161,5,0.8,2080,,,,13.72,0,30500
USGS,7124000,12/19/2001,154,5.2,0.2,2120,,,,13.73,0,30600
USGS,7124000,12/20/2001,146,5,0.4,2180,,,,13.74,0,30600
USGS,7124000,12/21/2001,143,5.5,1,2230,,,,13.75,0,30700
USGS,7124000,12/22/2001,144,6,2,2240,,,,13.76,0,30800
USGS,7124000,12/23/2001,141,4.8,0.1,2290,,,,13.77,0,30900
USGS,7124000,12/24/2001,142,4.3,0.1,2340,,,,13.78,0,30900
USGS,7124000,12/25/2001,140,3.6,0,2360,,,,13.79,0,31000
USGS,7124000,12/26/2001,138,5.3,0,2380,,,,13.8,0,31100
USGS,7124000,12/27/2001,135,5.4,0.6,2420,,,,13.81,0,31200
USGS,7124000,12/28/2001,134,5.2,0.3,2420,,,,13.82,0,31200
USGS,7124000,12/29/2001,131,2.5,0,2410,,,,13.83,0,31300
USGS,7124000,12/30/2001,128,2.6,0,2410,,,,13.84,0,31400
USGS,7124000,12/31/2001,130,2.3,0,2400,,,,13.85,0,31500
USGS,7124000,1/1/2002,126,2.5,0,2400,,,,13.86,0,31500
USGS,7124000,1/2/2002,138,2.9,0,2360,,,,13.87,0,31600
USGS,7124000,1/3/2002,203,0.1,0,2020,,,,13.88,0,31700
USGS,7124000,1/4/2002,185,0.1,0,2040,,,,13.89,0,31800
USGS,7124000,1/5/2002,222,2.8,0,1960,,,,13.9,0,31900
USGS,7124000,1/6/2002,195,3.8,0,1970,,,,13.91,0,31900
USGS,7124000,1/7/2002,158,5.7,0,2160,,,,13.92,0,32000
USGS,7124000,1/8/2002,146,8.3,1.8,2290,,,,13.93,0,32100
USGS,7124000,1/9/2002,141,7.6,4,2370,,,,13.94,0,32200
USGS,7124000,1/10/2002,137,8.4,4.3,2400,,,,13.95,0,32200
USGS,7124000,1/11/2002,132,7.4,1.6,2430,,,,13.96,0,32300
USGS,7124000,1/12/2002,127,7.1,1.4,2440,,,,13.97,0,32400
USGS,7124000,1/13/2002,122,6.4,2.1,2460,,,,13.98,0,32500
USGS,7124000,1/14/2002,118,5.3,0.5,2480,,,,13.99,0,32500
USGS,7124000,1/15/2002,114,3.7,0,2510,,,,14,0,32600
USGS,7124000,1/16/2002,115,4.1,0,2540,,,,14.01,0,32700
USGS,7124000,1/17/2002,119,3.8,0,2530,,,,14.02,0,32800
USGS,7124000,1/18/2002,119,3.5,0,2530,,,,14.03,0,32900
USGS,7124000,1/19/2002,122,4.1,0,2510,,,,14.04,0,32900
USGS,7124000,1/20/2002,122,4.6,0,2510,,,,14.05,0,33000
USGS,7124000,1/21/2002,122,6.1,0,2510,,,,14.06,0,33100
USGS,7124000,1/22/2002,123,7.8,0.5,2490,,,,14.07,0,33200
USGS,7124000,1/23/2002,119,3.9,0.8,2470,,,,14.08,0,33300
USGS,7124000,1/24/2002,114,4.5,0,2470,,,,14.09,0,33300
USGS,7124000,1/25/2002,116,7.6,0,2420,,,,14.1,0,33400
USGS,7124000,1/26/2002,122,8.7,0.6,2350,,,,14.11,0,33500
USGS,7124000,1/27/2002,121,8.6,2.9,2270,,,,14.12,0,33600
USGS,7124000,1/28/2002,117,8,1.4,2310,,,,14.13,0,33600
USGS,7124000,1/29/2002,117,5,1,2340,,,,14.14,0,33700
USGS,7124000,1/30/2002,115,1.2,0,2350,,,,14.15,0,33800
USGS,7124000,1/31/2002,112,5.3,0,2340,,,,14.16,0,33900
USGS,7124000,2/1/2002,102,5.2,0,2370,,,,14.17,0,34000
USGS,7124000,2/2/2002,107,4.3,0,2390,,,,14.18,0,34000
USGS,7124000,2/3/2002,116,6.2,0,2350,,,,14.19,0,34100
USGS,7124000,2/4/2002,128,6.2,0,2280,,,,14.2,0,34200
USGS,7124000,2/5/2002,126,4.1,0,2310,,,,14.21,0,34300
USGS,7124000,2/6/2002,115,7.3,0,2430,,,,14.22,0,34400
USGS,7124000,2/7/2002,114,9.2,0.4,2460,,,,14.23,0,34400
USGS,7124000,2/8/2002,114,9.6,2.2,2580,,,,14.24,0,34500
USGS,7124000,2/9/2002,110,5.1,0,2590,,,,14.25,0,34600
USGS,7124000,2/10/2002,102,7.9,0,2620,,,,14.26,0,34700
USGS,7124000,2/11/2002,108,8.6,0,2570,,,,14.27,0,34800
USGS,7124000,2/12/2002,111,7.5,1.7,2540,,,,14.28,0,34800
USGS,7124000,2/13/2002,107,8.9,0.2,2540,,,,14.29,0,34900
USGS,7124000,2/14/2002,106,6.6,2.4,2560,,,,14.3,0,35000
USGS,7124000,2/15/2002,105,9.5,1.1,2560,,,,14.31,0,35100
USGS,7124000,2/16/2002,106,9.8,0.6,2560,,,,14.32,0,35200
USGS,7124000,2/17/2002,108,9.5,3,2570,,,,14.33,0,35300
USGS,7124000,2/18/2002,107,11.7,5.2,2520,,,,14.34,0,35300
USGS,7124000,2/19/2002,105,11.7,6.2,2520,,,,14.35,0,35400
USGS,7124000,2/20/2002,101,11.5,3.7,2520,,,,14.36,0,35500
USGS,7124000,2/21/2002,102,11.2,4.4,2550,,,,14.37,0,35600
USGS,7124000,2/22/2002,97,12.8,2.2,2550,,,,14.38,0,35700
USGS,7124000,2/23/2002,101,11.9,5.4,2540,,,,14.39,0,35700
USGS,7124000,2/24/2002,102,12.1,5.5,2520,,,,14.4,0,35800
USGS,7124000,2/25/2002,102,7.1,0.4,2490,,,,14.41,0,35900
USGS,7124000,2/26/2002,102,8,0.4,2470,,,,14.42,0,36000
USGS,7124000,2/27/2002,102,9.2,0.4,2460,,,,14.43,0,36100
USGS,7124000,2/28/2002,102,10.9,0.4,2410,,,,14.44,0,36200
USGS,7124000,3/1/2002,100,4.2,0.5,2400,,,,14.45,0,36200
USGS,7124000,3/2/2002,79,6.5,0.5,2580,,,,14.46,0,36300
USGS,7124000,3/3/2002,80,7.4,0.5,2470,,,,14.47,0,36400
USGS,7124000,3/4/2002,103,11.4,0.5,2360,,,,14.48,0,36500
USGS,7124000,3/5/2002,186,9.3,1,1950,,,,14.49,0,36600
USGS,7124000,3/6/2002,166,12.6,3.1,1800,,,,14.5,0,36700
USGS,7124000,3/7/2002,119,12.1,3.8,2310,,,,14.51,0,36700
USGS,7124000,3/8/2002,104,12.3,3.2,2490,,,,14.52,0,36800
USGS,7124000,3/9/2002,99,10.4,0,2450,,,,14.53,0,36900
USGS,7124000,3/10/2002,97,12,1.8,2360,,,,14.54,0,37000
USGS,7124000,3/11/2002,94,13.8,5,2350,,,,14.55,0,37100
USGS,7124000,3/12/2002,97,15.2,4.8,2490,,,,14.56,0,37200
USGS,7124000,3/13/2002,94,16.6,6.6,2620,,,,14.57,0,37200
USGS,7124000,3/14/2002,89,15,6.1,2590,,,,14.58,0,37300
USGS,7124000,3/15/2002,88,11.1,4.4,2440,,,,14.59,0,37400
USGS,7124000,3/16/2002,42,13.9,3.4,2900,,,,14.6,0,37500
USGS,7124000,3/17/2002,40,15.4,2,2960,,,,14.61,0,37600
USGS,7124000,3/18/2002,43,16.9,3.6,2700,,,,14.62,0,37700
USGS,7124000,3/19/2002,35,17.6,3.6,3060,,,,14.63,0,37700
USGS,7124000,3/20/2002,36,19.4,3,3140,,,,14.64,0,37800
USGS,7124000,3/21/2002,36,10.4,1.3,3120,,,,14.65,0,37900
USGS,7124000,3/22/2002,33,15.3,1.1,3150,,,,14.66,0,38000
USGS,7124000,3/23/2002,31,17.6,3.2,3180,,,,14.67,0,38100
USGS,7124000,3/24/2002,30,7.4,3.3,3180,,,,14.68,0,38200
USGS,7124000,3/25/2002,30,11.4,1.6,3150,,,,14.69,0,38300
USGS,7124000,3/26/2002,29,19.1,1.3,3170,,,,14.7,0,38300
USGS,7124000,3/27/2002,28,21.7,4.1,3210,,,,14.71,0,38400
USGS,7124000,3/28/2002,27,21.2,5.3,3220,,,,14.72,0,38500
USGS,7124000,3/29/2002,27,20.3,5.5,3230,,,,14.73,0,38600
USGS,7124000,3/30/2002,27,21.8,5.3,3230,,,,14.74,0,38700
USGS,7124000,3/31/2002,27,21,5.4,3240,,,,14.75,0,38800
USGS,7124000,4/1/2002,26,21.9,6.1,3240,,,,14.76,0,38900
USGS,7124000,4/2/2002,26,11.3,5,3220,,,,14.77,0,39000
USGS,7124000,4/3/2002,26,16.7,2.5,3230,,,,14.78,0,39000
USGS,7124000,4/4/2002,27,20.4,2,3260,,,,14.79,0,39100
USGS,7124000,4/5/2002,28,22,5,3190,,,,14.8,0,39200
USGS,7124000,4/6/2002,28,21.6,8.4,3150,,,,14.81,0,39300
USGS,7124000,4/7/2002,27,20.8,9.4,3190,,,,14.82,0,39400
USGS,7124000,4/8/2002,27,18.9,NA,3210,,,,14.83,0,39500
USGS,7124000,4/9/2002,27,25.4,8,3220,,,,14.84,0,39600
USGS,7124000,4/10/2002,27,15.6,10.2,3210,,,,14.85,0,39600
USGS,7124000,4/11/2002,27,23.8,8.5,3190,,,,14.86,0,39700
USGS,7124000,4/12/2002,27,22.3,9,3180,,,,14.87,0,39800
USGS,7124000,4/13/2002,26,25.9,10.1,3160,,,,14.88,0,39900
USGS,7124000,4/14/2002,26,26.3,9.9,3190,,,,14.89,0,40000
USGS,7124000,4/15/2002,25,26.3,10,3160,,,,14.9,0,40100
USGS,7124000,4/16/2002,23,20.4,10.1,3210,,,,14.91,0,40200
USGS,7124000,4/17/2002,24,25.7,7.9,3200,,,,14.92,0,40300
USGS,7124000,4/18/2002,23,24.2,8.2,3230,,,,14.93,0,40400
USGS,7124000,4/19/2002,23,20.4,6.6,3220,,,,14.94,0,40400
USGS,7124000,4/20/2002,25,10,7.4,3170,,,,14.95,0,40500
USGS,7124000,4/21/2002,25,21,5.3,3170,,,,14.96,0,40600
USGS,7124000,4/22/2002,24,25.1,6.4,3170,,,,14.97,0,40700
USGS,7124000,4/23/2002,23,24.2,7.3,3180,,,,14.98,0,40800
USGS,7124000,4/24/2002,23,22.8,8.5,3130,,,,14.99,0,40900
USGS,7124000,4/25/2002,23,16.1,6.7,3120,,,,15,0,41000
USGS,7124000,4/26/2002,24,20.4,6.6,3100,,,,15.01,0,41100
USGS,7124000,4/27/2002,23,23,10.2,3120,,,,15.02,0,41200
USGS,7124000,4/28/2002,24,27.3,7.8,3150,,,,15.03,0,41200
USGS,7124000,4/29/2002,23,24.2,9.9,3130,,,,15.04,0,41300
USGS,7124000,4/30/2002,22,28.3,9.2,3100,,,,15.05,0,41400
USGS,7124000,5/1/2002,22,23.9,10.8,3080,,,,15.06,0,41500
USGS,7124000,5/2/2002,22,24.1,9.3,3090,,,,15.07,0,41600
USGS,7124000,5/3/2002,21,27.1,9.7,3100,,,,15.08,0,41700
USGS,7124000,5/4/2002,21,25.6,10.1,3130,,,,15.09,0,41800
USGS,7124000,5/5/2002,21,29,10.4,3130,,,,15.1,0,41900
USGS,7124000,5/6/2002,21,29,11.1,3110,,,,15.11,0,42000
USGS,7124000,5/7/2002,20,26.5,12.5,3090,,,,15.12,0,42000
USGS,7124000,5/8/2002,20,23.7,10.8,3100,,,,15.13,0,42100
USGS,7124000,5/9/2002,20,23.4,8.4,3100,,,,15.14,0,42200
USGS,7124000,5/10/2002,19,24.7,9.1,3100,,,,15.15,0,42300
USGS,7124000,5/11/2002,19,26.7,12.9,3110,,,,15.16,0,42400
USGS,7124000,5/12/2002,19,22.6,10.7,3110,,,,15.17,0,42500
USGS,7124000,5/13/2002,19,27.3,9,3110,,,,15.18,0,42600
USGS,7124000,5/14/2002,19,21.5,11.2,3120,,,,15.19,0,42700
USGS,7124000,5/15/2002,18,28.5,10.9,3140,,,,15.2,0,42800
USGS,7124000,5/16/2002,19,26,11.6,3110,,,,15.21,0,42900
USGS,7124000,5/17/2002,19,22.5,11.8,3110,,,,15.22,0,43000
USGS,7124000,5/18/2002,19,29.4,11.8,3110,,,,15.23,0,43100
USGS,7124000,5/19/2002,19,28.5,12.4,3140,,,,15.24,0,43100
USGS,7124000,5/20/2002,19,26.7,12.3,3140,,,,15.25,0,43200
USGS,7124000,5/21/2002,19,25.4,12.9,3180,,,,15.26,0,43300
USGS,7124000,5/22/2002,19,28.2,10.8,3190,,,,15.27,0,43400
USGS,7124000,5/23/2002,19,25.7,11.5,3160,,,,15.28,0,43500
USGS,7124000,5/24/2002,21,13.1,9.8,3090,,,,15.29,0,43600
USGS,7124000,5/25/2002,22,27.1,7.3,3170,,,,15.3,0,43700
USGS,7124000,5/26/2002,22,28.7,11.9,3170,,,,15.31,0,43800
USGS,7124000,5/27/2002,20,27.8,13.8,3130,,,,15.32,0,43900
USGS,7124000,5/28/2002,20,30.4,12.6,3110,,,,15.33,0,44000
USGS,7124000,5/29/2002,20,30.4,13.6,3090,,,,15.34,0,44100
USGS,7124000,5/30/2002,20,32.4,14.6,3120,,,,15.35,0,44200
USGS,7124000,5/31/2002,21,34.3,15.7,3120,,,,15.36,0,44300
USGS,7124000,6/1/2002,20,31,16,3130,,,,15.37,0,44300
USGS,7124000,6/2/2002,19,28.2,15.1,3140,,,,15.38,0,44400
USGS,7124000,6/3/2002,18,30.7,15,3100,,,,15.39,0,44500
USGS,7124000,6/4/2002,21,18.9,15.4,3050,,,,15.4,0,44600
USGS,7124000,6/5/2002,21,29.2,14.5,3140,,,,15.41,0,44700
USGS,7124000,6/6/2002,19,32.4,14.9,3170,,,,15.42,0,44800
USGS,7124000,6/7/2002,19,33.3,15.8,3170,,,,15.43,0,44900
USGS,7124000,6/8/2002,17,32.1,15,3170,,,,15.44,0,45000
USGS,7124000,6/9/2002,17,30.8,16.2,3170,,,,15.45,0,45100
USGS,7124000,6/10/2002,17,29.3,16.3,3190,,,,15.46,0,45200
USGS,7124000,6/11/2002,17,32.5,15.5,3190,,,,15.47,0,45300
USGS,7124000,6/12/2002,16,32.7,16.9,3190,,,,15.48,0,45400
USGS,7124000,6/13/2002,16,28.1,17.2,3190,,,,15.49,0,45500
USGS,7124000,6/14/2002,17,29.1,15,3180,,,,15.5,0,45600
USGS,7124000,6/15/2002,17,30,11.3,3180,,,,15.51,0,45700
USGS,7124000,6/16/2002,17,22.9,9.3,3130,,,,15.52,0,45800
