# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,,,,,,,
# have not received Director's approval and as such are provisional and subject to,,,,,,,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,,,,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,,,,,,,
#,,,,,,,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,,,,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,,,,,,,
#,,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,,
# retrieved: 2012-01-11 22:35:13 EST       (caww02),,,,,,,,,,
#,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,
"#    USGS 07130500 ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR, CO.",,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,
#,,,,,,,,,,
# Data provided for site 07130500,,,,,,,,,,
#    DD parameter statistic   Description,,,,,,,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,
"#    15   00010     00001     Temperature, water, degrees Celsius (Maximum)",,,,,,,,,,
"#    15   00010     00002     Temperature, water, degrees Celsius (Minimum)",,,,,,,,,,
"#    16   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)",,,,,,,,,,
#,,,,,,,,,,
# Data-value qualification codes included in this output: ,,,,,,,,,,
#     Eqp  Equipment malfunction  ,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,,,,,,,
#     P  Provisional data subject to revision.  ,,,,,,,,,,
#     e  Value has been estimated.  ,,,,,,,,,,
# ,,,,,,,,,,
agency_cd,site_no,datetime,01_00060_00003,01_00060_00003_cd,15_00010_00001,15_00010_00001_cd,15_00010_00002,15_00010_00002_cd,16_00095_00003,16_00095_00003_cd
USGS,7130500,1/9/2002,1.7,A,4.8,A,3.4,A,2400,A
USGS,7130500,1/10/2002,1.7,A,6,A,3.1,A,2340,A
USGS,7130500,1/11/2002,1.5,A,5.4,A,2.8,A,2370,A
USGS,7130500,1/12/2002,1.4,A,5.4,A,2.7,A,2400,A
USGS,7130500,1/13/2002,1.3,A,4.5,A,3.2,A,2410,A
USGS,7130500,1/14/2002,1.4,A,3.7,A,1.5,A,2410,A
USGS,7130500,1/15/2002,1.4,A,3.8,A,2.4,A,2420,A
USGS,7130500,1/16/2002,1.4,A,3.9,A,2.2,A,2430,A
USGS,7130500,1/17/2002,1.4,A,3.7,A,1.6,A,2420,A
USGS,7130500,1/18/2002,1.4,A,3.9,A,1.6,A,2420,A
USGS,7130500,1/19/2002,1.4,A,4,A,1.2,A,2420,A
USGS,7130500,1/20/2002,1.3,A,3.6,A,1.6,A,2430,A
USGS,7130500,1/21/2002,1.3,A,3.8,A,1.4,A,2430,A
USGS,7130500,1/22/2002,1.4,A,4.6,A,2,A,2380,A
USGS,7130500,1/23/2002,1.3,A,3.9,A,1.7,A,2380,A
USGS,7130500,1/24/2002,1.2,A,4.1,A,1.2,A,2420,A
USGS,7130500,1/25/2002,1.2,A,4,A,1.5,A,2430,A
USGS,7130500,1/26/2002,1.2,A,4.6,A,2,A,2400,A
USGS,7130500,1/27/2002,1.2,A,5.4,A,2.7,A,2390,A
USGS,7130500,1/28/2002,1.2,A,4.7,A,2.5,A,2410,A
USGS,7130500,1/29/2002,1.2,A,3.9,A,2,A,2400,A
USGS,7130500,1/30/2002,1.2,A,2.1,A,0.7,A,2380,A
USGS,7130500,1/31/2002,1.2,A,3.4,A,1,A,2360,A
USGS,7130500,2/1/2002,1.2,A,3.3,A,1.6,A,2390,A
USGS,7130500,2/2/2002,1.2,A,2.7,A,1.2,A,2400,A
USGS,7130500,2/3/2002,1.2,A,3.5,A,1.6,A,2400,A
USGS,7130500,2/4/2002,1.2,A,3.7,A,1.2,A,2390,A
USGS,7130500,2/5/2002,1.2,A,3.9,A,1.7,A,2370,A
USGS,7130500,2/6/2002,1.4,A,4.1,A,1.2,A,2390,A
USGS,7130500,2/7/2002,1.4,A,4.6,A,1.8,A,2370,A
USGS,7130500,2/8/2002,1.4,A,5.5,A,2.4,A,2330,A
USGS,7130500,2/9/2002,1.1,A,4.7,A,0.7,A,2350,A
USGS,7130500,2/10/2002,1.3,A,3.9,A,0,A,2370,A
USGS,7130500,2/11/2002,1.4,A,4.6,A,2.3,A,2380,A
USGS,7130500,2/12/2002,1.4,A,5.1,A,2.6,A,2360,A
USGS,7130500,2/13/2002,1.5,A,6,A,2.5,A,2360,A
USGS,7130500,2/14/2002,1.4,A,4.2,A,2.4,A,2390,A
USGS,7130500,2/15/2002,1.4,A,6.2,A,1.6,A,2390,A
USGS,7130500,2/16/2002,1.3,A,6.2,A,1.4,A,2390,A
USGS,7130500,2/17/2002,1.4,A,6.2,A,3.2,A,2390,A
USGS,7130500,2/18/2002,1.4,A,7.3,A,4.8,A,2400,A
USGS,7130500,2/19/2002,1.4,A,6.7,A,5.2,A,2400,A
USGS,7130500,2/20/2002,1.4,A,7.7,A,4.2,A,2400,A
USGS,7130500,2/21/2002,1.3,A,7.5,A,4.3,A,2400,A
USGS,7130500,2/22/2002,1.4,A,10,A,4,A,2400,A
USGS,7130500,2/23/2002,1.4,A,9.7,A,5,A,2390,A
USGS,7130500,2/24/2002,1.4,A,7.8,A,6,A,2390,A
USGS,7130500,2/25/2002,1.3,A,7.3,A,2.6,A,2390,A
USGS,7130500,2/26/2002,1.3,A,4.7,A,0.9,A,2390,A
USGS,7130500,2/27/2002,1.4,A,4.8,A,2.4,A,2400,A
USGS,7130500,2/28/2002,1.4,A,7.3,A,2.4,A,2400,A
USGS,7130500,3/1/2002,1.3,A,5.3,A,1.3,A,2410,A
USGS,7130500,3/2/2002,1.4,A,3.5,A,0.6,A,2430,A
USGS,7130500,3/3/2002,1.3,A,4.4,A,1.2,A,2430,A
USGS,7130500,3/4/2002,1.4,A,5.4,A,1.1,A,2420,A
USGS,7130500,3/5/2002,1.4,A,6.1,A,2.5,A,2360,A
USGS,7130500,3/6/2002,1.5,A,8.3,A,3.3,A,2380,A
USGS,7130500,3/7/2002,1.4,A,7.3,A,3.9,A,2400,A
USGS,7130500,3/8/2002,1.3,A,7.3,A,4.8,A,2410,A
USGS,7130500,3/9/2002,1.4,A,6.3,A,2.3,A,2410,A
USGS,7130500,3/10/2002,1.4,A,9.3,A,3.7,A,2420,A
USGS,7130500,3/11/2002,1.3,A,9.5,A,5.5,A,2420,A
USGS,7130500,3/12/2002,1.4,A,12.9,A,6,A,2420,A
USGS,7130500,3/13/2002,1.4,A,10.3,A,6.4,A,2370,A
USGS,7130500,3/14/2002,1.3,A,10.2,A,7.4,A,2420,A
USGS,7130500,3/15/2002,1.4,A,8.7,A,6.7,A,2420,A
USGS,7130500,3/16/2002,1.3,A,9.5,A,5.5,A,2420,A
USGS,7130500,3/17/2002,1.4,A,10.8,A,5.1,A,2420,A
USGS,7130500,3/18/2002,1.4,A,10,A,6.2,A,2410,A
USGS,7130500,3/19/2002,1.4,A,11.7,A,7.4,A,2410,A
USGS,7130500,3/20/2002,1.4,A,15.3,A,7,A,2410,A
USGS,7130500,3/21/2002,1.3,A,9.3,A,6,A,2400,A
USGS,7130500,3/22/2002,1.4,A,9.3,A,4.9,A,2400,A
USGS,7130500,3/23/2002,1.4,A,12.7,A,5.9,A,2410,A
USGS,7130500,3/24/2002,1.4,A,9.2,A,5.8,A,2400,A
USGS,7130500,3/25/2002,1.4,A,6.6,A,4.5,A,2400,A
USGS,7130500,3/26/2002,1.4,A,12.9,A,4.2,A,2400,A
USGS,7130500,3/27/2002,1.4,A,15.3,A,6.8,A,2410,A
USGS,7130500,3/28/2002,5.1,A,11.6,A,8.5,A,2410,A
USGS,7130500,3/29/2002,2.2,A,13.7,A,7.5,A,2410,A
USGS,7130500,3/30/2002,2.1,A,14.9,A,7.7,A,2410,A
USGS,7130500,3/31/2002,2.1,A,16.1,A,8.3,A,2410,A
USGS,7130500,4/1/2002,9.7,A,12.8,A,9.1,A,2410,A
USGS,7130500,4/2/2002,14,A,9.2,A,7.2,A,2420,A
USGS,7130500,4/3/2002,13,A,9.5,A,6.3,A,2430,A
USGS,7130500,4/4/2002,16,A,10.1,A,6.1,A,2440,A
USGS,7130500,4/5/2002,16,A,11.1,A,6.6,A,2440,A
USGS,7130500,4/6/2002,15,A,11.1,A,7.6,A,2430,A
USGS,7130500,4/7/2002,14,A,10.9,A,8.5,A,2420,A
USGS,7130500,4/8/2002,12,A,11.1,A,9,A,2430,A
USGS,7130500,4/9/2002,12,A,13.9,A,8.5,A,2430,A
USGS,7130500,4/10/2002,118,A,10.4,A,9.1,A,2430,A
USGS,7130500,4/11/2002,222,A,10.2,A,9.2,A,2450,A
USGS,7130500,4/12/2002,236,A,9.7,A,8.8,A,2450,A
USGS,7130500,4/13/2002,247,A,10.3,A,9.2,A,2450,A
USGS,7130500,4/14/2002,246,A,10.7,A,9.5,A,2450,A
USGS,7130500,4/15/2002,440,A,11.7,A,9.8,A,2450,A
USGS,7130500,4/16/2002,690,A,13.6,A,11.2,A,2460,A
USGS,7130500,4/17/2002,766,A,12.9,A,12.2,A,2460,A
USGS,7130500,4/18/2002,705,A,13.5,A,12.6,A,2460,A
USGS,7130500,4/19/2002,571,A,13,A,12.3,A,2500,A
USGS,7130500,4/20/2002,490,A,12.3,A,12.1,A,2500,A
USGS,7130500,4/21/2002,488,A,12.7,A,11.9,A,2450,A
USGS,7130500,4/22/2002,511,A,12.8,A,12.1,A,2440,A
USGS,7130500,4/23/2002,542,A,13,A,12,A,2460,A
USGS,7130500,4/24/2002,563,A,13.7,A,12.5,A,2410,A
USGS,7130500,4/25/2002,570,A,12.8,A,12.4,A,2380,A
USGS,7130500,4/26/2002,553,A,13,A,12.4,A,2400,A
USGS,7130500,4/27/2002,538,A,13.3,A,12.6,A,2440,A
USGS,7130500,4/28/2002,537,A,13.5,A,12.7,A,2520,A
USGS,7130500,4/29/2002,536,A,13.2,A,12.6,A,2480,A
USGS,7130500,4/30/2002,538,A,13.5,A,12.7,A,2490,A
USGS,7130500,5/1/2002,628,A,14.7,A,12.7,A,2500,A
USGS,7130500,5/2/2002,837,A,14.1,A,13.7,A,2480,A
USGS,7130500,5/3/2002,855,A,14.3,A,13.5,A,2480,A
USGS,7130500,5/4/2002,768,A,13.8,A,13.3,A,2490,A
USGS,7130500,5/5/2002,680,A,14.4,A,13.3,A,2490,A
USGS,7130500,5/6/2002,569,A,15.5,A,13.9,A,2480,A
USGS,7130500,5/7/2002,479,A,15,A,14.1,A,2480,A
USGS,7130500,5/8/2002,444,A,15.1,A,14,A,2470,A
USGS,7130500,5/9/2002,128,A,15.4,A,14.2,A,2420,A
USGS,7130500,5/10/2002,108,A,15.8,A,14.1,A,2400,A
USGS,7130500,5/11/2002,97,A,16.5,A,14.7,A,2430,A
USGS,7130500,5/12/2002,96,A,15.7,A,14.6,A,2460,A
USGS,7130500,5/13/2002,90,A,16.5,A,14.3,A,2470,A
USGS,7130500,5/14/2002,75,A,15.7,A,14.4,A,2490,A
USGS,7130500,5/15/2002,69,A,16.7,A,14.3,A,2540,A
USGS,7130500,5/16/2002,69,A,16.7,A,14.5,A,2550,A
USGS,7130500,5/17/2002,69,A,16.1,A,14.8,A,2550,A
USGS,7130500,5/18/2002,69,A,16.8,A,14.4,A,2520,A
USGS,7130500,5/19/2002,69,A,17.2,A,14.9,A,2540,A
USGS,7130500,5/20/2002,65,A,17,A,14.9,A,2540,A
USGS,7130500,5/21/2002,82,A,17,A,15.2,A,2540,A
USGS,7130500,5/22/2002,96,A,17.7,A,15.8,A,2540,A
USGS,7130500,5/23/2002,111,A,17.2,A,15.6,A,2560,A
USGS,7130500,5/24/2002,111,A,15.8,A,15,A,2520,A
USGS,7130500,5/25/2002,100,A,16.8,A,14.8,A,2540,A
USGS,7130500,5/26/2002,101,A,17.1,A,15.1,A,2540,A
USGS,7130500,5/27/2002,101,A,16.6,A,15.1,A,2560,A
USGS,7130500,5/28/2002,100,A,17.4,A,15.3,A,2590,A
USGS,7130500,5/29/2002,100,A,17.5,A,15.5,A,2530,A
USGS,7130500,5/30/2002,93,A,17.9,A,15.7,A,2540,A
USGS,7130500,5/31/2002,97,A,17.8,A,15.7,A,2610,A
USGS,7130500,6/1/2002,105,A,17.7,A,15.9,A,2620,A
USGS,7130500,6/2/2002,104,A,17.6,A,15.8,A,2640,A
USGS,7130500,6/3/2002,129,A,18.4,A,16,A,2640,A
USGS,7130500,6/4/2002,151,A,17.6,A,17.2,A,2670,A
USGS,7130500,6/5/2002,150,A,19.1,A,17.4,A,2650,A
USGS,7130500,6/6/2002,151,A,19.9,A,17.8,A,2630,A
USGS,7130500,6/7/2002,151,A,19.9,A,18.1,A,2570,A
USGS,7130500,6/8/2002,151,A,19.9,A,18.2,A,2560,A
USGS,7130500,6/9/2002,151,A,20.5,A,18.9,A,2540,A
USGS,7130500,6/10/2002,133,A,21.8,A,19.3,A,2500,A
USGS,7130500,6/11/2002,120,A,22,A,20,A,2510,A
USGS,7130500,6/12/2002,120,A,21.9,A,20,A,2510,A
USGS,7130500,6/13/2002,121,A,21.6,A,20,A,2500,A
USGS,7130500,6/14/2002,141,A,21.4,A,19.9,A,2490,A
USGS,7130500,6/15/2002,172,A,21.5,A,20,A,2450,A
USGS,7130500,6/16/2002,171,A,21.8,A,20.2,A,2490,A
USGS,7130500,6/17/2002,518,A,21.3,A,20.2,A,2490,A
USGS,7130500,6/18/2002,911,A,21.4,A,20.4,A,2490,A
USGS,7130500,6/19/2002,842,A,21.4,A,20.7,A,2500,A
USGS,7130500,6/20/2002,632,A,21.2,A,20.5,A,2530,A
USGS,7130500,6/21/2002,528,A,21.8,A,20.5,A,2520,A
USGS,7130500,6/22/2002,529,A,22.1,A,21.4,A,2470,A
USGS,7130500,6/23/2002,528,A,21.9,A,21.3,A,2540,A
USGS,7130500,6/24/2002,527,A,21.9,A,21.1,A,2490,A
USGS,7130500,6/25/2002,518,A,21.6,A,21,A,2530,A
USGS,7130500,6/26/2002,513,A,22.4,A,20.9,A,2550,A
USGS,7130500,6/27/2002,517,A,21.9,A,21.1,A,2460,A
USGS,7130500,6/28/2002,518,A,21.9,A,21.1,A,2460,A
USGS,7130500,6/29/2002,518,A,22.2,A,21.2,A,2510,A
USGS,7130500,6/30/2002,517,A,22.5,A,21.7,A,2510,A
USGS,7130500,7/1/2002,510,A,22.5,A,21.8,A,2500,A
USGS,7130500,7/2/2002,498,A,22.9,A,21.8,A,2550,A
USGS,7130500,7/3/2002,493,A,23,A,22.1,A,2570,A
USGS,7130500,7/4/2002,142,A,23.3,A,22.1,A,2530,A
USGS,7130500,7/5/2002,101,A,23.9,A,22.3,A,2580,A
USGS,7130500,7/6/2002,98,A,23.9,A,22.3,A,2560,A
USGS,7130500,7/7/2002,98,A,24,A,22.3,A,2560,A
USGS,7130500,7/8/2002,86,A,25,A,22.5,A,2590,A
USGS,7130500,7/9/2002,74,A,25,A,22.8,A,2630,A
USGS,7130500,7/10/2002,73,A,25.1,A,22.8,A,2630,A
USGS,7130500,7/11/2002,73,A,25.3,A,22.9,A,2630,A
USGS,7130500,7/12/2002,43,A,26.7,A,23,A,2620,A
USGS,7130500,7/13/2002,18,A,26.1,A,22.8,A,2630,A
USGS,7130500,7/14/2002,16,A,26.3,A,22.6,A,2640,A
USGS,7130500,7/15/2002,24,A,25.5,A,22.7,A,2660,A
USGS,7130500,7/16/2002,29,A,25.2,A,22.5,A,2680,A
USGS,7130500,7/17/2002,28,A,25.1,A,22.3,A,2680,A
USGS,7130500,7/18/2002,50,A,24.8,A,22.5,A,2680,A
USGS,7130500,7/19/2002,67,A,25,A,22.9,A,2690,A
USGS,7130500,7/20/2002,67,A,24.8,A,22.8,A,2700,A
USGS,7130500,7/21/2002,66,A,25,A,22.8,A,2710,A
USGS,7130500,7/22/2002,117,A,24.7,A,23.3,A,2720,A
USGS,7130500,7/23/2002,172,A,24.7,A,23.3,A,2760,A
USGS,7130500,7/24/2002,171,A,24.9,A,23.2,A,2750,A
USGS,7130500,7/25/2002,147,A,24.9,A,23.2,A,2710,A
USGS,7130500,7/26/2002,124,A,25.3,A,23.3,A,2700,A
USGS,7130500,7/27/2002,120,A,25.6,A,23.4,A,2680,A
USGS,7130500,7/28/2002,118,A,25.3,A,23.6,A,2600,A
USGS,7130500,7/29/2002,97,A,25.3,A,23.5,A,2560,A
USGS,7130500,7/30/2002,75,A,25.1,A,23.1,A,2590,A
USGS,7130500,7/31/2002,73,A,25.5,A,23,A,2660,A
USGS,7130500,8/1/2002,56,A,24.5,A,22.9,A,2730,A
USGS,7130500,8/2/2002,41,A,24.6,A,22.5,A,2750,A
USGS,7130500,8/3/2002,37,A,24.4,A,22.3,A,2760,A
USGS,7130500,8/4/2002,38,A,25.9,A,22.7,A,2770,A
USGS,7130500,8/5/2002,38,A,25.4,A,22.9,A,2780,A
USGS,7130500,8/6/2002,38,A,24.5,A,22.1,A,2800,A
USGS,7130500,8/7/2002,38,A,24.4,A,22.1,A,2820,A
USGS,7130500,8/8/2002,38,A,25.1,A,22.3,A,2840,A
USGS,7130500,8/9/2002,38,A,25,A,22.1,A,2850,A
USGS,7130500,8/10/2002,38,A,24.7,A,22.3,A,2850,A
USGS,7130500,8/11/2002,38,A,24.9,A,22.3,A,2860,A
USGS,7130500,8/12/2002,52,A,24,A,22,A,2880,A
USGS,7130500,8/13/2002,63,A,23.7,A,22,A,2890,A
USGS,7130500,8/14/2002,63,A,23.6,A,21.4,A,2890,A
USGS,7130500,8/15/2002,63,A,23.1,A,21.4,A,2860,A
USGS,7130500,8/16/2002,65,A,23.6,A,21.4,A,2840,A
USGS,7130500,8/17/2002,65,A,22.9,A,21.2,A,2840,A
USGS,7130500,8/18/2002,66,A,22.8,A,20.9,A,2860,A
USGS,7130500,8/19/2002,66,A,22.3,A,20.9,A,2870,A
USGS,7130500,8/20/2002,81,A,22.6,A,20.9,A,2870,A
USGS,7130500,8/21/2002,94,A,23.2,A,21,A,2860,A
USGS,7130500,8/22/2002,93,A,23.2,A,21.3,A,2850,A
USGS,7130500,8/23/2002,96,A,23.1,A,21.3,A,2840,A
USGS,7130500,8/24/2002,97,A,23,A,21.6,A,2840,A
USGS,7130500,8/25/2002,97,A,23.1,A,21.5,A,2860,A
USGS,7130500,8/26/2002,96,A,23.2,A,21.4,A,2860,A
USGS,7130500,8/27/2002,93,A,23.1,A,21.6,A,2860,A
USGS,7130500,8/28/2002,118,A,22.8,A,21.7,A,2860,A
USGS,7130500,8/29/2002,236,A,22.9,A,21.6,A,2850,A
USGS,7130500,8/30/2002,400,A,22.8,A,21.9,A,2820,A
USGS,7130500,8/31/2002,396,A,22.2,A,21.6,A,2830,A
USGS,7130500,9/1/2002,212,A,23.2,A,21.6,A,2860,A
USGS,7130500,9/2/2002,81,A,23.2,A,21.4,A,2870,A
USGS,7130500,9/3/2002,50,A,23.9,A,21.7,A,2860,A
USGS,7130500,9/4/2002,24,A,23.2,A,21.1,A,2880,A
USGS,7130500,9/5/2002,27,A,23.8,A,21.2,A,2870,A
USGS,7130500,9/6/2002,38,A,23.7,A,21.4,A,2870,A
USGS,7130500,9/7/2002,46,A,23.2,A,20.8,A,2860,A
USGS,7130500,9/8/2002,46,A,22.7,A,20.7,A,2850,A
USGS,7130500,9/9/2002,46,A,23.6,A,21.3,A,2830,A
USGS,7130500,9/10/2002,46,A,21.5,A,20.9,A,2810,A
USGS,7130500,9/11/2002,193,A,21.6,A,20.6,A,2820,A
USGS,7130500,9/12/2002,513,A,21.3,A,20.6,A,2780,A
USGS,7130500,9/13/2002,285,A,21.4,A,20,A,2770,A
USGS,7130500,9/14/2002,104,A,20.7,A,19.7,A,2760,A
USGS,7130500,9/15/2002,105,A,21.3,A,19.8,A,2730,A
USGS,7130500,9/16/2002,266,A,20.4,A,19.5,A,2730,A
USGS,7130500,9/17/2002,375,A,20.2,A,19.3,A,2720,A
USGS,7130500,9/18/2002,200,A,19.8,A,18.9,A,2690,A
USGS,7130500,9/19/2002,62,A,19.4,A,17.8,A,2710,A
USGS,7130500,9/20/2002,48,A,19.3,A,17.3,A,2680,A
USGS,7130500,9/21/2002,48,A,18.9,A,17,A,2640,A
USGS,7130500,9/22/2002,48,A,18.5,A,16.7,A,2680,A
USGS,7130500,9/23/2002,143,A,17.9,A,16.7,A,2700,A
USGS,7130500,9/24/2002,178,A,18.2,A,16.9,A,2620,A
USGS,7130500,9/25/2002,127,A,18.4,A,17.2,A,2590,A
USGS,7130500,9/26/2002,96,A,18.3,A,17,A,2590,A
USGS,7130500,9/27/2002,119,A,17.4,A,16.5,A,2560,A
USGS,7130500,9/28/2002,143,A,17.5,A,16.3,A,2530,A
USGS,7130500,9/29/2002,142,A,17.4,A,16.7,A,2500,A
USGS,7130500,9/30/2002,87,A,18.5,A,16.7,A,2550,A
USGS,7130500,10/1/2002,30,A,19,A,16.4,A,2500,A
USGS,7130500,10/2/2002,25,A,16.8,A,15.5,A,2490,A
USGS,7130500,10/3/2002,25,A,17.2,A,15.1,A,2490,A
USGS,7130500,10/4/2002,20,A,18,A,14.6,A,2490,A
USGS,7130500,10/5/2002,16,A,17.8,A,14.2,A,2500,A
USGS,7130500,10/6/2002,14,A,17.1,A,13.9,A,2510,A
USGS,7130500,10/7/2002,14,A,17.3,A,13.5,A,2540,A
USGS,7130500,10/8/2002,24,A,16,A,13.6,A,2570,A
USGS,7130500,10/9/2002,27,A,16.4,A,14.3,A,2590,A
USGS,7130500,10/10/2002,19,A,16.6,A,14.1,A,2600,A
USGS,7130500,10/11/2002,18,A,17.5,A,13.9,A,2600,A
USGS,7130500,10/12/2002,18,A,15.7,A,13.8,A,2590,A
USGS,7130500,10/13/2002,17,A,15.5,A,13.1,A,2610,A
USGS,7130500,10/14/2002,15,A,15.3,A,12.7,A,2620,A
USGS,7130500,10/15/2002,14,A,15,A,12.2,A,2630,A
USGS,7130500,10/16/2002,13,A,14.9,A,12.1,A,2640,A
USGS,7130500,10/17/2002,16,A,14.9,A,11.6,A,2650,A
USGS,7130500,10/18/2002,21,A,14.3,A,11.7,A,2650,A
USGS,7130500,10/19/2002,20,A,13.8,A,11.8,A,2660,A
USGS,7130500,10/20/2002,17,A,14.7,A,11.3,A,2660,A
USGS,7130500,10/21/2002,16,A,13.6,A,11.1,A,2660,A
USGS,7130500,10/22/2002,15,A,13.7,A,11,A,2670,A
USGS,7130500,10/23/2002,10,A,11,A,9.8,A,2690,A
USGS,7130500,10/24/2002,14,A,10.1,A,9.5,A,2720,A
USGS,7130500,10/25/2002,22,A,11,A,9.4,A,2730,A
USGS,7130500,10/26/2002,30,A,10.8,A,9.7,A,2740,A
USGS,7130500,10/27/2002,30,A,10.9,A,9.8,A,2740,A
USGS,7130500,10/28/2002,62,A,10.4,A,9.5,A,2750,A
USGS,7130500,10/29/2002,84,A,9.7,A,8.1,A,2710,A
USGS,7130500,10/30/2002,84,A,8.1,A,7.2,A,2700,A
USGS,7130500,10/31/2002,45,A,7.2,A,5.5,A,2720,A
USGS,7130500,11/1/2002,2.2,A,5.7,A,4.7,A,2720,A
USGS,7130500,11/2/2002,2.1,A,6.7,A,5,A,2720,A
USGS,7130500,11/3/2002,2.1,A,8.5,A,5.3,A,2720,A
USGS,7130500,11/4/2002,2.1,A,8.4,A,5.1,A,2720,A
USGS,7130500,11/5/2002,2,A,8.6,A,5.3,A,2710,A
USGS,7130500,11/6/2002,1.9,A,9.9,A,4.9,A,2730,A
USGS,7130500,11/7/2002,1.7,A,10.9,A,5,A,2710,A
USGS,7130500,11/8/2002,1.7,A,9.8,A,6.2,A,2680,A
USGS,7130500,11/9/2002,1.7,A,11.2,A,7.1,A,2660,A
USGS,7130500,11/10/2002,1.6,A,10.9,A,7.1,A,2660,A
USGS,7130500,11/11/2002,1.6,A,9.2,A,6,A,2640,A
USGS,7130500,11/12/2002,1.6,A,9.4,A,5.5,A,2630,A
USGS,7130500,11/13/2002,1.6,A,8.4,A,5.2,A,2630,A
USGS,7130500,11/14/2002,1.6,A,8.8,A,6.5,A,2620,A
USGS,7130500,11/15/2002,1.6,A,8.6,A,6.7,A,2610,A
USGS,7130500,11/16/2002,1.6,A,8.7,A,5.1,A,2610,A
USGS,7130500,11/17/2002,1.6,A,8.8,A,5.1,A,2610,A
USGS,7130500,11/18/2002,1.6,A,9.5,A,5.7,A,2610,A
USGS,7130500,11/19/2002,1.5,A,9.5,A,4.7,A,2610,A
USGS,7130500,11/20/2002,1.5,A,9,A,4.8,A,2600,A
USGS,7130500,11/21/2002,1.5,A,9.4,A,5,A,2600,A
USGS,7130500,11/22/2002,1.6,A,11.2,A,5.4,A,2600,A
USGS,7130500,11/23/2002,1.5,A,7.3,A,5.5,A,2590,A
USGS,7130500,11/24/2002,1.4,A,6.6,A,4.9,A,2590,A
USGS,7130500,11/25/2002,1.5,A,4.9,A,3.5,A,2580,A
USGS,7130500,11/26/2002,1.5,A,4.1,A,2.1,A,2560,A
USGS,7130500,11/27/2002,1.5,A,5.1,A,2.1,A,2560,A
USGS,7130500,11/28/2002,1.5,A,5.4,A,1.6,A,2560,A
USGS,7130500,11/29/2002,1.5,A,5.7,A,2.8,A,2570,A
USGS,7130500,11/30/2002,1.5,A,6.3,A,2.8,A,2560,A
USGS,7130500,12/1/2002,1.5,A,4.9,A,2.1,A,2550,A
USGS,7130500,12/2/2002,1.5,A,5.4,A,2.3,A,2550,A
USGS,7130500,12/3/2002,1.5,A,4.6,A,1.8,A,2540,A
USGS,7130500,12/4/2002,1.5,A,4,A,1.3,A,2510,A
USGS,7130500,12/5/2002,1.4,A,5,A,2.5,A,2540,A
USGS,7130500,12/6/2002,1.4,A,5.2,A,2.4,A,2570,A
USGS,7130500,12/7/2002,1.4,A,4.7,A,2.1,A,2570,A
USGS,7130500,12/8/2002,1.4,A,4.7,A,2.8,A,2600,A
USGS,7130500,12/9/2002,1.4,A,4.9,A,2.9,A,2600,A
USGS,7130500,12/10/2002,1.4,A,5,A,1.8,A,2600,A
USGS,7130500,12/11/2002,1.4,A,4.2,A,2.3,A,2600,A
USGS,7130500,12/12/2002,1.4,A,4.2,A,2.7,A,2600,A
USGS,7130500,12/13/2002,1.4,A,4.9,A,1.9,A,2600,A
USGS,7130500,12/14/2002,1.4,A,6.6,A,2.1,A,2600,A
USGS,7130500,12/15/2002,1.4,A,4.8,A,2.1,A,2600,A
USGS,7130500,12/16/2002,1.4,A,4.3,A,2.2,A,2600,A
USGS,7130500,12/17/2002,1.4,A,5,A,3.3,A,2600,A
USGS,7130500,12/18/2002,1.4,A,5.5,A,3.5,A,2600,A
USGS,7130500,12/19/2002,1.3,A,4.3,A,2.4,A,2590,A
USGS,7130500,12/20/2002,1.4,A,4.5,A,1.2,A,2580,A
USGS,7130500,12/21/2002,1.4,A,4.3,A,2.3,A,2590,A
USGS,7130500,12/22/2002,1.3,A,4.2,A,1.9,A,2600,A
USGS,7130500,12/23/2002,1.3,A,3,A,1.3,A,2590,A
USGS,7130500,12/24/2002,1.4,A,3.4,A,1.9,A,2570,A
USGS,7130500,12/25/2002,1.3,A,3,A,1.2,A,2610,A
USGS,7130500,12/26/2002,1.2,A,2.4,A,0.7,A,2630,A
USGS,7130500,12/27/2002,1.2,A,2.2,A,0.7,A,2640,A
USGS,7130500,12/28/2002,1.3,A,3,A,1,A,2600,A
USGS,7130500,12/29/2002,1.3,A,3.3,A,1.6,A,2570,A
USGS,7130500,12/30/2002,1.4,A,4,A,2.2,A,2560,A
