# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-01-11 22:47:04 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07137500 ARKANSAS R NR COOLIDGE, KS
# -----------------------------------------------------------------------------------
#
# Data provided for site 07137500
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#    04   00010     00003     Temperature, water, degrees Celsius (Mean)
#    06   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#
# Data-value qualification codes included in this output: 
#     Ice  Ice affected  
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd	04_00010_00003	04_00010_00003_cd	06_00095_00003	06_00095_00003_cd
USGS	07137500	2002-05-27	39	A	17.4	A	4300	A
USGS	07137500	2002-05-28	36	A	19.7	A	4330	A
USGS	07137500	2002-05-29	38	A	19.4	A	4390	A
USGS	07137500	2002-05-30	35	A	19.6	A	4370	A
USGS	07137500	2002-05-31	29	A	19.8	A	4370	A
USGS	07137500	2002-06-01	28	A	20.8	A	4360	A
USGS	07137500	2002-06-02	26	A	20.2	A	4400	A
USGS	07137500	2002-06-03	28	A	19.2	A	4450	A
USGS	07137500	2002-06-04	31	A	18.4	A	4490	A
USGS	07137500	2002-06-05	30	A	18.4	A	4440	A
USGS	07137500	2002-06-06	33	A	20.1	A	4380	A
USGS	07137500	2002-06-07	33	A	21.3	A	4310	A
USGS	07137500	2002-06-08	33	A	21.0	A	4220	A
USGS	07137500	2002-06-09	28	A	23.3	A	4270	A
USGS	07137500	2002-06-10	29	A	23.3	A	4300	A
USGS	07137500	2002-06-11	26	A	23.7	A	4320	A
USGS	07137500	2002-06-12	26	A	23.6	A	4280	A
USGS	07137500	2002-06-13	26	A	20.8	A	4270	A
USGS	07137500	2002-06-14	30	A	20.2	A	4330	A
USGS	07137500	2002-06-15	29	A	20.6	A	4340	A
USGS	07137500	2002-06-16	29	A	20.9	A	4210	A
USGS	07137500	2002-06-17	34	A	22.8	A	3990	A
USGS	07137500	2002-06-18	30	A	23.8	A	3990	A
USGS	07137500	2002-06-19	50	A	23.0	A	3850	A
USGS	07137500	2002-06-20	185	A	22.2	A	2920	A
USGS	07137500	2002-06-21	230	A	23.7	A	3080	A
USGS	07137500	2002-06-22	218	A	23.4	A	3230	A
USGS	07137500	2002-06-23	213	A	23.0	A	3040	A
USGS	07137500	2002-06-24	229	A	24.3	A	3120	A
USGS	07137500	2002-06-25	231	A	25.4	A	3170	A
USGS	07137500	2002-06-26	242	A	25.0	A	3060	A
USGS	07137500	2002-06-27	246	A	25.6	A	3040	A
USGS	07137500	2002-06-28	244	A	25.4	A	3100	A
USGS	07137500	2002-06-29	239	A	24.7	A	3140	A
USGS	07137500	2002-06-30	238	A	24.7	A	3180	A
USGS	07137500	2002-07-01	250	A	25.1	A	3220	A
USGS	07137500	2002-07-02	258	A	25.6	A	3250	A
USGS	07137500	2002-07-03	256	A	25.9	A	3240	A
USGS	07137500	2002-07-04	253	A	23.5	A	3260	A
USGS	07137500	2002-07-05	246	A				
USGS	07137500	2002-07-06	906	A				
USGS	07137500	2002-07-07	248	A	23.9	A	2960	A
USGS	07137500	2002-07-08	151	A	24.9	A	3730	A
USGS	07137500	2002-07-09	115	A	25.6	A	3940	A
USGS	07137500	2002-07-10	93	A	25.7	A	3980	A
USGS	07137500	2002-07-11	99	A	25.2	A	3630	A
USGS	07137500	2002-07-12	80	A	24.6	A	3870	A
USGS	07137500	2002-07-13	72	A	24.2	A	3810	A
USGS	07137500	2002-07-14	62	A	23.9	A	3810	A
USGS	07137500	2002-07-15	55	A	23.4	A		
USGS	07137500	2002-07-16	48	A	23.3	A		
USGS	07137500	2002-07-17	43	A	23.4	A		
USGS	07137500	2002-07-18	39	A	23.8	A	4400	A
USGS	07137500	2002-07-19	34	A	23.8	A	4440	A
USGS	07137500	2002-07-20	24	A	23.7	A	4370	A
USGS	07137500	2002-07-21	19	A	24.9	A	4390	A
USGS	07137500	2002-07-22	24	A	23.0	A	4390	A
USGS	07137500	2002-07-23	22	A	22.7	A	4370	A
USGS	07137500	2002-07-24	24	A	24.4	A	4340	A
USGS	07137500	2002-07-25	24	A	24.0	A	4270	A
USGS	07137500	2002-07-26	26	A	24.5	A	4120	A
USGS	07137500	2002-07-27	24	A	24.8	A	4170	A
USGS	07137500	2002-07-28	22	A	25.3	A	4100	A
USGS	07137500	2002-07-29	27	A	24.1	A	3940	A
USGS	07137500	2002-07-30	19	A	23.0	A	4250	A
USGS	07137500	2002-07-31	20	A	23.3	A	4190	A
USGS	07137500	2002-08-01	18	A	21.4	A	4210	A
USGS	07137500	2002-08-02	17	A	21.0	A	4240	A
USGS	07137500	2002-08-03	15	A	23.3	A	4260	A
USGS	07137500	2002-08-04	13	A	24.7	A	4300	A
USGS	07137500	2002-08-05	17	A	23.4	A	4220	A
USGS	07137500	2002-08-06	19	A	22.1	A	4240	A
USGS	07137500	2002-08-07	20	A	21.7	A	4210	A
USGS	07137500	2002-08-08	17	A	22.0	A	4280	A
USGS	07137500	2002-08-09	15	A	22.3	A	4280	A
USGS	07137500	2002-08-10	15	A	22.8	A	4270	A
USGS	07137500	2002-08-11	12	A	24.7	A	4270	A
USGS	07137500	2002-08-12	16	A	22.5	A	4210	A
USGS	07137500	2002-08-13	15	A	20.0	A	4230	A
USGS	07137500	2002-08-14	14	A	21.0	A	4280	A
USGS	07137500	2002-08-15	15	A	21.5	A	4270	A
USGS	07137500	2002-08-16	14	A	23.1	A	4270	A
USGS	07137500	2002-08-17	14	A	18.5	A	4290	A
USGS	07137500	2002-08-18	12	A	20.8	A	4290	A
USGS	07137500	2002-08-19	17	A	21.5	A	4190	A
USGS	07137500	2002-08-20	13	A	22.2	A	4240	A
USGS	07137500	2002-08-21	14	A				
USGS	07137500	2002-08-22	14	A				
USGS	07137500	2002-08-23	14	A				
USGS	07137500	2002-08-24	15	A	22.3	A	4180	A
USGS	07137500	2002-08-25	15	A	23.1	A	4060	A
USGS	07137500	2002-08-26	15	A	22.9	A	4150	A
USGS	07137500	2002-08-27	14	A	21.1	A	4200	A
USGS	07137500	2002-08-28	14	A	20.7	A	4190	A
USGS	07137500	2002-08-29	578	A	16.5	A	2120	A
USGS	07137500	2002-08-30	985	A	18.6	A	746	A
USGS	07137500	2002-08-31	220	A	21.8	A	1880	A
USGS	07137500	2002-09-01	119	A	22.3	A	2440	A
USGS	07137500	2002-09-02	96	A				
USGS	07137500	2002-09-03	64	A:e				
USGS	07137500	2002-09-04	45	A:e				
USGS	07137500	2002-09-05	39	A				
USGS	07137500	2002-09-06	35	A	22.2	A	3900	A
USGS	07137500	2002-09-07	27	A	21.4	A	3960	A
USGS	07137500	2002-09-08	25	A	21.3	A	4010	A
USGS	07137500	2002-09-09	33	A	20.6	A	3850	A
USGS	07137500	2002-09-10	129	A	17.4	A	2640	A
USGS	07137500	2002-09-11	101	A	19.2	A	3160	A
USGS	07137500	2002-09-12	84	A	21.6	A	3530	A
USGS	07137500	2002-09-13	73	A	21.3	A	3980	A
USGS	07137500	2002-09-14	77	A	19.6	A	3940	A
USGS	07137500	2002-09-15	82	A	19.4	A	3480	A
USGS	07137500	2002-09-16	71	A	19.6	A	3980	A
USGS	07137500	2002-09-17	64	A	20.2	A	4100	A
USGS	07137500	2002-09-18	62	A	18.0	A	4100	A
USGS	07137500	2002-09-19	61	A				
USGS	07137500	2002-09-20	64	A	16.9	A		
USGS	07137500	2002-09-21	59	A	17.3	A		
USGS	07137500	2002-09-22	57	A	15.9	A		
USGS	07137500	2002-09-23	56	A	16.9	A		
USGS	07137500	2002-09-24	54	A	18.2	A		
USGS	07137500	2002-09-25	50	A	18.1	A		
USGS	07137500	2002-09-26	51	A	16.7	A		
USGS	07137500	2002-09-27	49	A	16.3	A		
USGS	07137500	2002-09-28	49	A	16.6	A		
USGS	07137500	2002-09-29	50	A	17.0	A		
USGS	07137500	2002-09-30	49	A	18.0	A		
USGS	07137500	2002-10-01	48	A	17.6	A		
USGS	07137500	2002-10-02	49	A	13.6	A		
USGS	07137500	2002-10-03	50	A	12.8	A		
USGS	07137500	2002-10-04	51	A	14.5	A		
USGS	07137500	2002-10-05	48	A	16.1	A		
USGS	07137500	2002-10-06	47	A	16.0	A		
USGS	07137500	2002-10-07	46	A	15.3	A		
USGS	07137500	2002-10-08	46	A	16.2	A		
USGS	07137500	2002-10-09	46	A	16.7	A		
USGS	07137500	2002-10-10	46	A	17.3	A		
USGS	07137500	2002-10-11	49	A	17.2	A		
USGS	07137500	2002-10-12	48	A	13.7	A		
USGS	07137500	2002-10-13	49	A	11.9	A		
USGS	07137500	2002-10-14	44	A	11.9	A		
USGS	07137500	2002-10-15	41	A	11.7	A		
USGS	07137500	2002-10-16	38	A	11.4	A		
USGS	07137500	2002-10-17	39	A	11.5	A		
USGS	07137500	2002-10-18	44	A	13.2	A		
USGS	07137500	2002-10-19	44	A	13.1	A		
USGS	07137500	2002-10-20	41	A	12.6	A		
USGS	07137500	2002-10-21	46	A	12.9	A		
USGS	07137500	2002-10-22	46	A	12.0	A		
USGS	07137500	2002-10-23	50	A	7.8	A		
USGS	07137500	2002-10-24	50	A	6.4	A	4350	A
USGS	07137500	2002-10-25	50	A	8.8	A	4360	A
USGS	07137500	2002-10-26	46	A	10.2	A	4430	A
USGS	07137500	2002-10-27	49	A	10.2	A	4360	A
USGS	07137500	2002-10-28	52	A	11.0	A	4380	A
USGS	07137500	2002-10-29	55	A	9.8	A	4240	A
USGS	07137500	2002-10-30	59	A	5.9	A	4250	A
USGS	07137500	2002-10-31	58	A	5.2	A	4420	A
USGS	07137500	2002-11-01	59	A	4.8	A	4410	A
USGS	07137500	2002-11-02	59	A	5.7	A	4420	A
USGS	07137500	2002-11-03	60	A	7.4	A	4400	A
USGS	07137500	2002-11-04	61	A	6.9	A	4430	A
USGS	07137500	2002-11-05	59	A	7.2	A	4450	A
USGS	07137500	2002-11-06	59	A	7.9	A	4430	A
USGS	07137500	2002-11-07	59	A	9.1	A	4430	A
USGS	07137500	2002-11-08	59	A	10.5	A	4430	A
USGS	07137500	2002-11-09	60	A	11.9	A	4440	A
USGS	07137500	2002-11-10	58	A	10.6	A	4440	A
USGS	07137500	2002-11-11	55	A	9.0	A	4460	A
USGS	07137500	2002-11-12	56	A	7.9	A	4450	A
USGS	07137500	2002-11-13	56	A	7.6	A	4440	A
USGS	07137500	2002-11-14	57	A	9.2	A	4430	A
USGS	07137500	2002-11-15	57	A	8.4	A	4420	A
USGS	07137500	2002-11-16	60	A	7.4	A	4400	A
USGS	07137500	2002-11-17	61	A	7.2	A	4390	A
USGS	07137500	2002-11-18	56	A	8.3	A	4490	A
USGS	07137500	2002-11-19	56	A	8.1	A	4460	A
USGS	07137500	2002-11-20	57	A	8.9	A	4460	A
USGS	07137500	2002-11-21	58	A	9.2	A	4450	A
USGS	07137500	2002-11-22	59	A	9.3	A	4450	A
USGS	07137500	2002-11-23	59	A	9.2	A	4450	A
USGS	07137500	2002-11-24	56	A	6.2	A	4470	A
USGS	07137500	2002-11-25	56	A	4.0	A	4490	A
USGS	07137500	2002-11-26	57	A	2.6	A	4510	A
USGS	07137500	2002-11-27	59	A	3.6	A	4490	A
USGS	07137500	2002-11-28	59	A	5.3	A	4450	A
USGS	07137500	2002-11-29	59	A	6.8	A	4440	A
USGS	07137500	2002-11-30	58	A	6.5	A	4440	A
USGS	07137500	2002-12-01	57	A	5.5	A	4460	A
USGS	07137500	2002-12-02	59	A	6.8	A	4470	A
USGS	07137500	2002-12-03	59	A	4.8	A	4470	A
USGS	07137500	2002-12-04	58	A	4.5	A	4390	A
USGS	07137500	2002-12-05	59	A	6.6	A	4420	A
USGS	07137500	2002-12-06	59	A	6.0	A	4410	A
USGS	07137500	2002-12-07	60	A	6.0	A	4390	A
USGS	07137500	2002-12-08	58	A	5.9	A	4390	A
USGS	07137500	2002-12-09	61	A	6.5	A	4390	A
USGS	07137500	2002-12-10	60	A	5.7	A	4390	A
USGS	07137500	2002-12-11	59	A	5.5	A	4400	A
USGS	07137500	2002-12-12	60	A	5.7	A	4410	A
USGS	07137500	2002-12-13	61	A	5.3	A	4420	A
USGS	07137500	2002-12-14	60	A	5.9	A	4420	A
USGS	07137500	2002-12-15	59	A	5.9	A	4420	A
USGS	07137500	2002-12-16	60	A	6.5	A	4410	A
USGS	07137500	2002-12-17	58	A	6.4	A	4410	A
USGS	07137500	2002-12-18	58	A	7.0	A	4430	A
USGS	07137500	2002-12-19	56	A	4.7	A	4560	A
USGS	07137500	2002-12-20	56	A	3.5	A	4580	A
USGS	07137500	2002-12-21	58	A	3.3	A	4580	A
USGS	07137500	2002-12-22	57	A	3.0	A	4570	A
USGS	07137500	2002-12-23	58	A	2.3	A	4520	A
USGS	07137500	2002-12-24	57	A	2.4	A	4510	A
USGS	07137500	2002-12-25	53	A	1.5	A	4660	A
USGS	07137500	2002-12-26	52	A	1.2	A	4680	A
USGS	07137500	2002-12-27	51	A	1.9	A	4690	A
USGS	07137500	2002-12-28	57	A	3.7	A	4510	A
USGS	07137500	2002-12-29	61	A	3.5	A	4430	A
USGS	07137500	2002-12-30	60	A	4.3	A	4460	A
USGS	07137500	2002-12-31	59	A	4.2	A	4500	A
USGS	07137500	2003-01-01	59	A	3.7	A	4480	A
USGS	07137500	2003-01-02	59	A	3.1	A	4480	A
USGS	07137500	2003-01-03	59	A	4.0	A	4490	A
USGS	07137500	2003-01-04	59	A	5.3	A	4490	A
USGS	07137500	2003-01-05	59	A	6.4	A	4480	A
USGS	07137500	2003-01-06	59	A	6.4	A	4480	A
USGS	07137500	2003-01-07	59	A	6.0	A	4490	A
USGS	07137500	2003-01-08	60	A	6.1	A	4500	A
USGS	07137500	2003-01-09	59	A	5.1	A	4510	A
USGS	07137500	2003-01-10	59	A	3.0	A	4550	A
USGS	07137500	2003-01-11	59	A	2.7	A	4560	A
USGS	07137500	2003-01-12	60	A	4.4	A	4530	A
USGS	07137500	2003-01-13	60	A	4.7	A	4520	A
USGS	07137500	2003-01-14	60	A	5.2	A	4520	A
USGS	07137500	2003-01-15	59	A	2.9	A	4560	A
USGS	07137500	2003-01-16	58	A	2.1	A	4600	A
USGS	07137500	2003-01-17	60	A	3.7	A	4540	A
USGS	07137500	2003-01-18	60	A	3.7	A	4560	A
USGS	07137500	2003-01-19	60	A	5.0	A	4540	A
USGS	07137500	2003-01-20	60	A	5.7	A	4540	A
USGS	07137500	2003-01-21	60	A	3.7	A	4550	A
USGS	07137500	2003-01-22	59	A				
USGS	07137500	2003-01-23	50	A:e				
USGS	07137500	2003-01-24	48	A:e	2.8	A	4710	A
USGS	07137500	2003-01-25	62	A	4.1	A	4450	A
USGS	07137500	2003-01-26	61	A	2.5	A	4490	A
USGS	07137500	2003-01-27	58	A	4.4	A	4520	A
USGS	07137500	2003-01-28	59	A	6.3	A	4490	A
USGS	07137500	2003-01-29	59	A	6.0	A	4480	A
USGS	07137500	2003-01-30	58	A	5.5	A	4470	A
USGS	07137500	2003-01-31	58	A	6.8	A	4490	A
USGS	07137500	2003-02-01	59	A	8.6	A	4480	A
USGS	07137500	2003-02-02	59	A	8.6	A	4470	A
USGS	07137500	2003-02-03	59	A	4.6	A	4450	A
USGS	07137500	2003-02-04	58	A	3.9	A	4470	A
USGS	07137500	2003-02-05	59	A	4.6	A	4470	A
USGS	07137500	2003-02-06	59	A	2.7	A	4490	A
USGS	07137500	2003-02-07	57	A	1.7	A	4570	A
USGS	07137500	2003-02-08	58	A	2.5	A	4590	A
USGS	07137500	2003-02-09	60	A	3.7	A	4480	A
USGS	07137500	2003-02-10	60	A	4.0	A	4520	A
USGS	07137500	2003-02-11	59	A	5.5	A	4520	A
USGS	07137500	2003-02-12	58	A	6.1	A	4530	A
USGS	07137500	2003-02-13	59	A	7.3	A	4510	A
USGS	07137500	2003-02-14	60	A	8.0	A	4500	A
USGS	07137500	2003-02-15	60	A	5.6	A	4520	A
USGS	07137500	2003-02-16	59	A	6.3	A	4500	A
USGS	07137500	2003-02-17	60	A	7.1	A	4470	A
USGS	07137500	2003-02-18	60	A	7.5	A	4430	A
USGS	07137500	2003-02-19	60	A	8.1	A	4400	A
USGS	07137500	2003-02-20	60	A	7.8	A	4420	A
USGS	07137500	2003-02-21	60	A	7.8	A	4440	A
USGS	07137500	2003-02-22	60	A	8.0	A	4460	A
USGS	07137500	2003-02-23	61	A	3.2	A	4410	A
USGS	07137500	2003-02-24	59	A	0.8	A	4560	A
USGS	07137500	2003-02-25	53	A	1.3	A	4700	A
USGS	07137500	2003-02-26	52	A	3.1	A	4660	A
USGS	07137500	2003-02-27	62	A	4.9	A	4320	A
USGS	07137500	2003-02-28	63	A	4.5	A	4300	A
USGS	07137500	2003-03-01	62	A	7.7	A	4380	A
USGS	07137500	2003-03-02	62	A	5.6	A	4420	A
USGS	07137500	2003-03-03	60	A	6.8	A	4420	A
USGS	07137500	2003-03-04	60	A	4.0	A	4460	A
USGS	07137500	2003-03-05	59	A	2.7	A	4500	A
USGS	07137500	2003-03-06	59	A	6.3	A	4450	A
USGS	07137500	2003-03-07	57	A	8.9	A	4440	A
USGS	07137500	2003-03-08	57	A	9.4	A	4470	A
USGS	07137500	2003-03-09	57	A	6.3	A	4450	A
USGS	07137500	2003-03-10	59	A	7.0	A	4420	A
USGS	07137500	2003-03-11	59	A	10.0	A	4400	A
USGS	07137500	2003-03-12	58	A	11.2	A	4420	A
USGS	07137500	2003-03-13	56	A	12.2	A	4480	A
USGS	07137500	2003-03-14	54	A	13.2	A	4510	A
USGS	07137500	2003-03-15	52	A	13.6	A	4510	A
USGS	07137500	2003-03-16	52	A	13.4	A	4510	A
USGS	07137500	2003-03-17	52	A	12.2	A	4520	A
USGS	07137500	2003-03-18	52	A	12.1	A	4530	A
USGS	07137500	2003-03-19	55	A	9.6	A	4340	A
USGS	07137500	2003-03-20	53	A	8.7	A	4470	A
USGS	07137500	2003-03-21	52	A	9.0	A	4470	A
USGS	07137500	2003-03-22	48	A	10.9	A	4540	A
USGS	07137500	2003-03-23	48	A	12.8	A	4580	A
USGS	07137500	2003-03-24	49	A	13.4	A	4610	A
USGS	07137500	2003-03-25	57	A	13.3	A	4480	A
USGS	07137500	2003-03-26	52	A	12.9	A	4540	A
USGS	07137500	2003-03-27	44	A	9.7	A	4650	A
USGS	07137500	2003-03-28	44	A	6.9	A		
USGS	07137500	2003-03-29	41	A	6.9	A		
USGS	07137500	2003-03-30	38	A	9.8	A	4570	A
USGS	07137500	2003-03-31	38	A	13.1	A	4590	A
USGS	07137500	2003-04-01	36	A	14.6	A	4640	A
USGS	07137500	2003-04-02	36	A	13.8	A	4650	A
USGS	07137500	2003-04-03	35	A	14.5	A	4680	A
USGS	07137500	2003-04-04	35	A	13.5	A	4660	A
USGS	07137500	2003-04-05	34	A	10.6	A	4650	A
USGS	07137500	2003-04-06	36	A	8.2	A	4620	A
USGS	07137500	2003-04-07	37	A	8.1	A	4600	A
USGS	07137500	2003-04-08	37	A	10.2	A	4640	A
USGS	07137500	2003-04-09	37	A	12.8	A	4660	A
USGS	07137500	2003-04-10	36	A	14.6	A	4690	A
USGS	07137500	2003-04-11	37	A	15.7	A	4660	A
USGS	07137500	2003-04-12	37	A	15.6	A	4670	A
USGS	07137500	2003-04-13	37	A	15.5	A	4690	A
USGS	07137500	2003-04-14	35	A	16.0	A	4700	A
USGS	07137500	2003-04-15	31	A	16.3	A	4710	A
USGS	07137500	2003-04-16	29	A	14.5	A	4610	A
USGS	07137500	2003-04-17	28	A	14.5	A	4660	A
USGS	07137500	2003-04-18	30	A	15.1	A	4580	A
USGS	07137500	2003-04-19	30	A	11.2	A	4450	A
USGS	07137500	2003-04-20	32	A	11.6	A	4420	A
USGS	07137500	2003-04-21	31	A	14.4	A	4380	A
USGS	07137500	2003-04-22	30	A	13.7	A	4380	A
USGS	07137500	2003-04-23	31	A	14.8	A	4360	A
USGS	07137500	2003-04-24	31	A	12.8	A	4360	A
USGS	07137500	2003-04-25	32	A	14.3	A	4330	A
USGS	07137500	2003-04-26	45	A	15.6	A	4270	A
USGS	07137500	2003-04-27	45	A	14.2	A	4250	A
USGS	07137500	2003-04-28	40	A	15.6	A	4260	A
USGS	07137500	2003-04-29	37	A	17.9	A	4310	A
USGS	07137500	2003-04-30	37	A	19.2	A	4270	A
USGS	07137500	2003-05-01	36	A	17.7	A	4190	A
USGS	07137500	2003-05-02	40	A	16.5	A	3810	A
USGS	07137500	2003-05-03	41	A	16.2	A	3730	A
USGS	07137500	2003-05-04	41	A	15.8	A	3740	A
USGS	07137500	2003-05-05	42	A	16.4	A	3940	A
USGS	07137500	2003-05-06	37	A	16.9	A	4040	A
USGS	07137500	2003-05-07	32	A	16.7	A	4170	A
USGS	07137500	2003-05-08	30	A	17.8	A	4290	A
USGS	07137500	2003-05-09	29	A	16.5	A	4320	A
USGS	07137500	2003-05-10	27	A	15.6	A	4320	A
USGS	07137500	2003-05-11	26	A	15.9	A	4260	A
USGS	07137500	2003-05-12	28	A	17.4	A	4180	A
USGS	07137500	2003-05-13	28	A	18.6	A	4130	A
USGS	07137500	2003-05-14	25	A	19.7	A		
USGS	07137500	2003-05-15	24	A	18.9	A		
USGS	07137500	2003-05-16	30	A	17.2	A		
USGS	07137500	2003-05-17	27	A	19.3	A		
USGS	07137500	2003-05-18	31	A				
USGS	07137500	2003-05-19	29	A				
USGS	07137500	2003-05-20	26	A				
USGS	07137500	2003-05-21	25	A				
USGS	07137500	2003-05-22	26	A				
USGS	07137500	2003-05-23	28	A				
USGS	07137500	2003-05-24	31	A	21.3	A		
USGS	07137500	2003-05-25	35	A	19.3	A		
USGS	07137500	2003-05-26	35	A	17.9	A		
USGS	07137500	2003-05-27	36	A	19.8	A		
USGS	07137500	2003-05-28	34	A	22.7	A		
USGS	07137500	2003-05-29	30	A	23.9	A		
USGS	07137500	2003-05-30	29	A	24.1	A		
USGS	07137500	2003-05-31	28	A	20.6	A		
USGS	07137500	2003-06-01	28	A	19.7	A		
USGS	07137500	2003-06-02	29	A	21.1	A		
USGS	07137500	2003-06-03	37	A	20.7	A		
USGS	07137500	2003-06-04	38	A	18.4	A		
USGS	07137500	2003-06-05	90	A	16.0	A	3370	A
USGS	07137500	2003-06-06	95	A	18.1	A	3350	A
USGS	07137500	2003-06-07	122	A	18.0	A	3450	A
USGS	07137500	2003-06-08	153	A	19.2	A	2920	A
USGS	07137500	2003-06-09	153	A	22.6	A	2810	A
USGS	07137500	2003-06-10	142	A	22.9	A	3060	A
USGS	07137500	2003-06-11	127	A	22.1	A	3090	A
USGS	07137500	2003-06-12	116	A	22.1	A	3150	A
USGS	07137500	2003-06-13	109	A	22.1	A	3270	A
USGS	07137500	2003-06-14	130	A	21.7	A	2860	A
USGS	07137500	2003-06-15	105	A	23.3	A	3270	A
USGS	07137500	2003-06-16	98	A	23.6	A	3360	A
USGS	07137500	2003-06-17	91	A	22.7	A	3420	A
USGS	07137500	2003-06-18	86	A	22.0	A	3430	A
USGS	07137500	2003-06-19	127	A	20.8	A	2660	A
USGS	07137500	2003-06-20	149	A	21.6	A	2550	A
USGS	07137500	2003-06-21	163	A	21.9	A	2550	A
USGS	07137500	2003-06-22	151	A	23.7	A	2700	A
USGS	07137500	2003-06-23	125	A	23.8	A	3000	A
USGS	07137500	2003-06-24	111	A	23.0	A	3180	A
USGS	07137500	2003-06-25	97	A	22.7	A	3380	A
USGS	07137500	2003-06-26	83	A	21.8	A	3500	A
USGS	07137500	2003-06-27	81	A	22.4	A	3560	A
USGS	07137500	2003-06-28	78	A	22.9	A	3490	A
USGS	07137500	2003-06-29	62	A	22.2	A	3530	A
USGS	07137500	2003-06-30	45	A	21.9	A	3710	A
USGS	07137500	2003-07-01	39	A	23.6	A	3800	A
USGS	07137500	2003-07-02	34	A	23.9	A	3880	A
USGS	07137500	2003-07-03	29	A	23.6	A	3840	A
USGS	07137500	2003-07-04	31	A	24.0	A	3720	A
USGS	07137500	2003-07-05	25	A	23.5	A	3710	A
USGS	07137500	2003-07-06	18	A	23.4	A	3820	A
USGS	07137500	2003-07-07	16	A	23.4	A	3920	A
USGS	07137500	2003-07-08	14	A	24.3	A	3980	A
USGS	07137500	2003-07-09	12	A	23.8	A	4000	A
USGS	07137500	2003-07-10	11	A	23.3	A	4000	A
USGS	07137500	2003-07-11	11	A	24.3	A	3990	A
USGS	07137500	2003-07-12	11	A	23.7	A	3940	A
USGS	07137500	2003-07-13	12	A	24.7	A	3960	A
USGS	07137500	2003-07-14	9.4	A	24.1	A	3910	A
USGS	07137500	2003-07-15	13	A	24.8	A	3950	A
USGS	07137500	2003-07-16	11	A	25.1	A	3980	A
USGS	07137500	2003-07-17	9.4	A	24.3	A	4130	A
USGS	07137500	2003-07-18	10	A	24.7	A	4190	A
USGS	07137500	2003-07-19	8.8	A	25.4	A	4230	A
USGS	07137500	2003-07-20	7.0	A	26.0	A	4350	A
USGS	07137500	2003-07-21	5.9	A	26.3	A	4390	A
USGS	07137500	2003-07-22	5.6	A	25.0	A	4410	A
USGS	07137500	2003-07-23	6.0	A	24.0	A	4390	A
USGS	07137500	2003-07-24	5.5	A	24.8	A	4380	A
USGS	07137500	2003-07-25	4.6	A	24.7	A	4440	A
USGS	07137500	2003-07-26	4.5	A	24.9	A	4500	A
USGS	07137500	2003-07-27	4.5	A	24.6	A	4530	A
USGS	07137500	2003-07-28	5.0	A	23.7	A	4480	A
USGS	07137500	2003-07-29	8.2	A	24.9	A	4310	A
USGS	07137500	2003-07-30	13	A	25.1	A	4040	A
USGS	07137500	2003-07-31	8.0	A	26.0	A	4210	A
USGS	07137500	2003-08-01	4.5	A	24.9	A	4490	A
USGS	07137500	2003-08-02	4.3	A	24.9	A	4500	A
USGS	07137500	2003-08-03	3.6	A	25.6	A	4570	A
USGS	07137500	2003-08-04	3.4	A	26.0	A	4560	A
USGS	07137500	2003-08-05	3.0	A	26.4	A	4620	A
USGS	07137500	2003-08-06	4.3	A	24.8	A	4560	A
USGS	07137500	2003-08-07	3.2	A	26.9	A		
USGS	07137500	2003-08-08	2.6	A	25.2	A	4380	A
USGS	07137500	2003-08-09	10	A	26.3	A	3880	A
USGS	07137500	2003-08-10	6.0	A	24.7	A	4100	A
USGS	07137500	2003-08-11	4.1	A	25.1	A	4260	A
USGS	07137500	2003-08-12	3.0	A	23.8	A	4350	A
USGS	07137500	2003-08-13	5.5	A	22.6	A	4130	A
USGS	07137500	2003-08-14	3.7	A	22.2	A	4320	A
USGS	07137500	2003-08-15	12	A	22.7	A	3800	A
USGS	07137500	2003-08-16	8.0	A	22.7	A	3790	A
USGS	07137500	2003-08-17	8.3	A	22.6	A	3820	A
USGS	07137500	2003-08-18	6.0	A	24.1	A	4040	A
USGS	07137500	2003-08-19	6.2	A	24.1	A	3990	A
USGS	07137500	2003-08-20	4.4	A	25.3	A	4270	A
USGS	07137500	2003-08-21	3.3	A	25.7	A	4370	A
USGS	07137500	2003-08-22	5.1	A	25.3	A	3970	A
USGS	07137500	2003-08-23	3.4	A	23.9	A	4320	A
USGS	07137500	2003-08-24	4.1	A	23.6	A	4340	A
