# ---------------------------------- WARNING ----------------------------------------,,,,,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,,,,,
# have not received Director's approval and as such are provisional and subject to,,,,,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,,,,,
#,,,,,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,,,,,
#,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,
# retrieved: 2012-01-11 22:47:04 EST       (caww02),,,,,,,,
#,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,
"#    USGS 07137500 ARKANSAS R NR COOLIDGE, KS",,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,
#,,,,,,,,
# Data provided for site 07137500,,,,,,,,
#    DD parameter statistic   Description,,,,,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,
"#    04   00010     00003     Temperature, water, degrees Celsius (Mean)",,,,,,,,
"#    06   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)",,,,,,,,
#,,,,,,,,
# Data-value qualification codes included in this output: ,,,,,,,,
#     Ice  Ice affected  ,,,,,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,,,,,
#     P  Provisional data subject to revision.  ,,,,,,,,
#     e  Value has been estimated.  ,,,,,,,,
# ,,,,,,,,
agency_cd,site_no,datetime,01_00060_00003,01_00060_00003_cd,04_00010_00003,04_00010_00003_cd,06_00095_00003,06_00095_00003_cd
USGS,7137500,2/19/2002,120,A,7.8,A,4130,A
USGS,7137500,2/20/2002,117,A,7.7,A,4140,A
USGS,7137500,2/21/2002,114,A,7.5,A,4150,A
USGS,7137500,2/22/2002,112,A,7,A,4160,A
USGS,7137500,2/23/2002,113,A,9,A,4140,A
USGS,7137500,2/24/2002,116,A,8.5,A,4130,A
USGS,7137500,2/25/2002,115,A,3.9,A,4150,A
USGS,7137500,2/26/2002,111,A,1.1,A,4250,A
USGS,7137500,2/27/2002,111,A,2.4,A,4280,A
USGS,7137500,2/28/2002,110,A,4.3,A,4250,A
USGS,7137500,3/1/2002,115,A,1.6,A,4230,A
USGS,7137500,3/2/2002,111,A,0.1,A,4390,A
USGS,7137500,3/3/2002,111,A,0.7,A,4370,A
USGS,7137500,3/4/2002,117,A,3.3,A,4260,A
USGS,7137500,3/5/2002,117,A,6.8,A,4150,A
USGS,7137500,3/6/2002,115,A,7.7,A,4160,A
USGS,7137500,3/7/2002,119,A,7.4,A,,
USGS,7137500,3/8/2002,113,A,7.1,A,,
USGS,7137500,3/9/2002,104,A,4.4,A,,
USGS,7137500,3/10/2002,106,A,6.9,A,,
USGS,7137500,3/11/2002,102,A,9.1,A,,
USGS,7137500,3/12/2002,91,A,9.4,A,,
USGS,7137500,3/13/2002,92,A,10.6,A,,
USGS,7137500,3/14/2002,91,A,9.4,A,4360,A
USGS,7137500,3/15/2002,85,A,7.9,A,4400,A
USGS,7137500,3/16/2002,86,A,7.7,A,4370,A
USGS,7137500,3/17/2002,87,A,9.2,A,4380,A
USGS,7137500,3/18/2002,91,A,9.3,A,4370,A
USGS,7137500,3/19/2002,89,A,9.3,A,4390,A
USGS,7137500,3/20/2002,87,A,10.4,A,4410,A
USGS,7137500,3/21/2002,81,A,6,A,4490,A
USGS,7137500,3/22/2002,79,A,6.6,A,4480,A
USGS,7137500,3/23/2002,81,A,9.1,A,4490,A
USGS,7137500,3/24/2002,88,A,6.9,A,4400,A
USGS,7137500,3/25/2002,85,A,4.8,A,4390,A
USGS,7137500,3/26/2002,83,A,8,A,4440,A
USGS,7137500,3/27/2002,80,A,11.9,A,4460,A
USGS,7137500,3/28/2002,77,A,13.3,A,4510,A
USGS,7137500,3/29/2002,79,A,12.6,A,4510,A
USGS,7137500,3/30/2002,82,A,12.8,A,4400,A
USGS,7137500,3/31/2002,72,A,12.9,A,4440,A
USGS,7137500,4/1/2002,73,A,14.7,A,4520,A
USGS,7137500,4/2/2002,69,A,9.1,A,4540,A
USGS,7137500,4/3/2002,65,A,8,A,4530,A
USGS,7137500,4/4/2002,63,A,9.3,A,4570,A
USGS,7137500,4/5/2002,65,A,12.2,A,4580,A
USGS,7137500,4/6/2002,65,A,13.7,A,4580,A
USGS,7137500,4/7/2002,63,A,14.3,A,4630,A
USGS,7137500,4/8/2002,65,A,13.4,A,4600,A
USGS,7137500,4/9/2002,65,A,14.9,A,4670,A
USGS,7137500,4/10/2002,60,A,15.3,A,4810,A
USGS,7137500,4/11/2002,62,A,15.9,A,4840,A
USGS,7137500,4/12/2002,65,A,16.8,A,4720,A
USGS,7137500,4/13/2002,80,A,18.2,A,4480,A
USGS,7137500,4/14/2002,100,A,18.5,A,4100,A
USGS,7137500,4/15/2002,114,A,18,A,3730,A
USGS,7137500,4/16/2002,120,A,16.8,A,3500,A
USGS,7137500,4/17/2002,121,A,16.2,A,3580,A
USGS,7137500,4/18/2002,167,A,16.5,A,3620,A
USGS,7137500,4/19/2002,153,A,12.5,A,3550,A
USGS,7137500,4/20/2002,165,A,10,A,3400,A
USGS,7137500,4/21/2002,136,A,12.5,A,3650,A
USGS,7137500,4/22/2002,123,A,15.4,A,4010,A
USGS,7137500,4/23/2002,102,A,16.9,A,4220,A
USGS,7137500,4/24/2002,89,A,14.9,A,4330,A
USGS,7137500,4/25/2002,81,A,11.7,A,4410,A
USGS,7137500,4/26/2002,76,A,12.2,A,4430,A
USGS,7137500,4/27/2002,71,A,16,A,4380,A
USGS,7137500,4/28/2002,63,A,15.9,A,4380,A
USGS,7137500,4/29/2002,57,A,15.7,A,4380,A
USGS,7137500,4/30/2002,51,A,17.4,A,4420,A
USGS,7137500,5/1/2002,44,A,17.5,A,4430,A
USGS,7137500,5/2/2002,38,A,14.8,A,4410,A
USGS,7137500,5/3/2002,50,A,17,A,4280,A
USGS,7137500,5/4/2002,104,A,16.8,A,3430,A
USGS,7137500,5/5/2002,146,A,18.7,A,,
USGS,7137500,5/6/2002,140,A,20.1,A,,
USGS,7137500,5/7/2002,139,A,19.2,A,,
USGS,7137500,5/8/2002,113,A,18,A,3610,A
USGS,7137500,5/9/2002,80,A,15.9,A,3970,A
USGS,7137500,5/10/2002,70,A,14.4,A,4160,A
USGS,7137500,5/11/2002,69,A,19.1,A,4040,A
USGS,7137500,5/12/2002,55,A,14.1,A,4190,A
USGS,7137500,5/13/2002,56,A,15.4,A,4220,A
USGS,7137500,5/14/2002,51,A,16.4,A,4220,A
USGS,7137500,5/15/2002,44,A,18.1,A,4280,A
USGS,7137500,5/16/2002,39,A,18.2,A,4260,A
USGS,7137500,5/17/2002,39,A,16.4,A,4200,A
USGS,7137500,5/18/2002,34,A,17.1,A,4270,A
USGS,7137500,5/19/2002,34,A,17.4,A,4290,A
USGS,7137500,5/20/2002,37,A,17,A,4220,A
USGS,7137500,5/21/2002,34,A,16.8,A,4260,A
USGS,7137500,5/22/2002,31,A,18.6,A,4450,A
USGS,7137500,5/23/2002,32,A,16.4,A,4430,A
USGS,7137500,5/24/2002,42,A,11.3,A,3980,A
USGS,7137500,5/25/2002,44,A,15.6,A,4180,A
USGS,7137500,5/26/2002,43,A,18.8,A,4250,A
USGS,7137500,5/27/2002,39,A,17.4,A,4300,A
USGS,7137500,5/28/2002,36,A,19.7,A,4330,A
USGS,7137500,5/29/2002,38,A,19.4,A,4390,A
USGS,7137500,5/30/2002,35,A,19.6,A,4370,A
USGS,7137500,5/31/2002,29,A,19.8,A,4370,A
USGS,7137500,6/1/2002,28,A,20.8,A,4360,A
USGS,7137500,6/2/2002,26,A,20.2,A,4400,A
USGS,7137500,6/3/2002,28,A,19.2,A,4450,A
USGS,7137500,6/4/2002,31,A,18.4,A,4490,A
USGS,7137500,6/5/2002,30,A,18.4,A,4440,A
USGS,7137500,6/6/2002,33,A,20.1,A,4380,A
USGS,7137500,6/7/2002,33,A,21.3,A,4310,A
USGS,7137500,6/8/2002,33,A,21,A,4220,A
USGS,7137500,6/9/2002,28,A,23.3,A,4270,A
USGS,7137500,6/10/2002,29,A,23.3,A,4300,A
USGS,7137500,6/11/2002,26,A,23.7,A,4320,A
USGS,7137500,6/12/2002,26,A,23.6,A,4280,A
USGS,7137500,6/13/2002,26,A,20.8,A,4270,A
USGS,7137500,6/14/2002,30,A,20.2,A,4330,A
USGS,7137500,6/15/2002,29,A,20.6,A,4340,A
USGS,7137500,6/16/2002,29,A,20.9,A,4210,A
USGS,7137500,6/17/2002,34,A,22.8,A,3990,A
USGS,7137500,6/18/2002,30,A,23.8,A,3990,A
USGS,7137500,6/19/2002,50,A,23,A,3850,A
USGS,7137500,6/20/2002,185,A,22.2,A,2920,A
USGS,7137500,6/21/2002,230,A,23.7,A,3080,A
USGS,7137500,6/22/2002,218,A,23.4,A,3230,A
USGS,7137500,6/23/2002,213,A,23,A,3040,A
USGS,7137500,6/24/2002,229,A,24.3,A,3120,A
USGS,7137500,6/25/2002,231,A,25.4,A,3170,A
USGS,7137500,6/26/2002,242,A,25,A,3060,A
USGS,7137500,6/27/2002,246,A,25.6,A,3040,A
USGS,7137500,6/28/2002,244,A,25.4,A,3100,A
USGS,7137500,6/29/2002,239,A,24.7,A,3140,A
USGS,7137500,6/30/2002,238,A,24.7,A,3180,A
USGS,7137500,7/1/2002,250,A,25.1,A,3220,A
USGS,7137500,7/2/2002,258,A,25.6,A,3250,A
USGS,7137500,7/3/2002,256,A,25.9,A,3240,A
USGS,7137500,7/4/2002,253,A,23.5,A,3260,A
USGS,7137500,7/5/2002,246,A,,,,
USGS,7137500,7/6/2002,906,A,,,,
USGS,7137500,7/7/2002,248,A,23.9,A,2960,A
USGS,7137500,7/8/2002,151,A,24.9,A,3730,A
USGS,7137500,7/9/2002,115,A,25.6,A,3940,A
USGS,7137500,7/10/2002,93,A,25.7,A,3980,A
USGS,7137500,7/11/2002,99,A,25.2,A,3630,A
USGS,7137500,7/12/2002,80,A,24.6,A,3870,A
USGS,7137500,7/13/2002,72,A,24.2,A,3810,A
USGS,7137500,7/14/2002,62,A,23.9,A,3810,A
USGS,7137500,7/15/2002,55,A,23.4,A,,
USGS,7137500,7/16/2002,48,A,23.3,A,,
USGS,7137500,7/17/2002,43,A,23.4,A,,
USGS,7137500,7/18/2002,39,A,23.8,A,4400,A
USGS,7137500,7/19/2002,34,A,23.8,A,4440,A
USGS,7137500,7/20/2002,24,A,23.7,A,4370,A
USGS,7137500,7/21/2002,19,A,24.9,A,4390,A
USGS,7137500,7/22/2002,24,A,23,A,4390,A
USGS,7137500,7/23/2002,22,A,22.7,A,4370,A
USGS,7137500,7/24/2002,24,A,24.4,A,4340,A
USGS,7137500,7/25/2002,24,A,24,A,4270,A
USGS,7137500,7/26/2002,26,A,24.5,A,4120,A
USGS,7137500,7/27/2002,24,A,24.8,A,4170,A
USGS,7137500,7/28/2002,22,A,25.3,A,4100,A
USGS,7137500,7/29/2002,27,A,24.1,A,3940,A
USGS,7137500,7/30/2002,19,A,23,A,4250,A
USGS,7137500,7/31/2002,20,A,23.3,A,4190,A
USGS,7137500,8/1/2002,18,A,21.4,A,4210,A
USGS,7137500,8/2/2002,17,A,21,A,4240,A
USGS,7137500,8/3/2002,15,A,23.3,A,4260,A
USGS,7137500,8/4/2002,13,A,24.7,A,4300,A
USGS,7137500,8/5/2002,17,A,23.4,A,4220,A
USGS,7137500,8/6/2002,19,A,22.1,A,4240,A
USGS,7137500,8/7/2002,20,A,21.7,A,4210,A
USGS,7137500,8/8/2002,17,A,22,A,4280,A
USGS,7137500,8/9/2002,15,A,22.3,A,4280,A
USGS,7137500,8/10/2002,15,A,22.8,A,4270,A
USGS,7137500,8/11/2002,12,A,24.7,A,4270,A
USGS,7137500,8/12/2002,16,A,22.5,A,4210,A
USGS,7137500,8/13/2002,15,A,20,A,4230,A
USGS,7137500,8/14/2002,14,A,21,A,4280,A
USGS,7137500,8/15/2002,15,A,21.5,A,4270,A
USGS,7137500,8/16/2002,14,A,23.1,A,4270,A
USGS,7137500,8/17/2002,14,A,18.5,A,4290,A
USGS,7137500,8/18/2002,12,A,20.8,A,4290,A
USGS,7137500,8/19/2002,17,A,21.5,A,4190,A
USGS,7137500,8/20/2002,13,A,22.2,A,4240,A
USGS,7137500,8/21/2002,14,A,,,,
USGS,7137500,8/22/2002,14,A,,,,
USGS,7137500,8/23/2002,14,A,,,,
USGS,7137500,8/24/2002,15,A,22.3,A,4180,A
USGS,7137500,8/25/2002,15,A,23.1,A,4060,A
USGS,7137500,8/26/2002,15,A,22.9,A,4150,A
USGS,7137500,8/27/2002,14,A,21.1,A,4200,A
USGS,7137500,8/28/2002,14,A,20.7,A,4190,A
USGS,7137500,8/29/2002,578,A,16.5,A,2120,A
USGS,7137500,8/30/2002,985,A,18.6,A,746,A
USGS,7137500,8/31/2002,220,A,21.8,A,1880,A
USGS,7137500,9/1/2002,119,A,22.3,A,2440,A
USGS,7137500,9/2/2002,96,A,,,,
USGS,7137500,9/3/2002,64,A:e,,,,
USGS,7137500,9/4/2002,45,A:e,,,,
USGS,7137500,9/5/2002,39,A,,,,
USGS,7137500,9/6/2002,35,A,22.2,A,3900,A
USGS,7137500,9/7/2002,27,A,21.4,A,3960,A
USGS,7137500,9/8/2002,25,A,21.3,A,4010,A
USGS,7137500,9/9/2002,33,A,20.6,A,3850,A
USGS,7137500,9/10/2002,129,A,17.4,A,2640,A
USGS,7137500,9/11/2002,101,A,19.2,A,3160,A
USGS,7137500,9/12/2002,84,A,21.6,A,3530,A
USGS,7137500,9/13/2002,73,A,21.3,A,3980,A
USGS,7137500,9/14/2002,77,A,19.6,A,3940,A
USGS,7137500,9/15/2002,82,A,19.4,A,3480,A
USGS,7137500,9/16/2002,71,A,19.6,A,3980,A
USGS,7137500,9/17/2002,64,A,20.2,A,4100,A
USGS,7137500,9/18/2002,62,A,18,A,4100,A
USGS,7137500,9/19/2002,61,A,,,,
USGS,7137500,9/20/2002,64,A,16.9,A,,
USGS,7137500,9/21/2002,59,A,17.3,A,,
USGS,7137500,9/22/2002,57,A,15.9,A,,
USGS,7137500,9/23/2002,56,A,16.9,A,,
USGS,7137500,9/24/2002,54,A,18.2,A,,
USGS,7137500,9/25/2002,50,A,18.1,A,,
USGS,7137500,9/26/2002,51,A,16.7,A,,
USGS,7137500,9/27/2002,49,A,16.3,A,,
USGS,7137500,9/28/2002,49,A,16.6,A,,
USGS,7137500,9/29/2002,50,A,17,A,,
USGS,7137500,9/30/2002,49,A,18,A,,
USGS,7137500,10/1/2002,48,A,17.6,A,,
USGS,7137500,10/2/2002,49,A,13.6,A,,
USGS,7137500,10/3/2002,50,A,12.8,A,,
USGS,7137500,10/4/2002,51,A,14.5,A,,
USGS,7137500,10/5/2002,48,A,16.1,A,,
USGS,7137500,10/6/2002,47,A,16,A,,
USGS,7137500,10/7/2002,46,A,15.3,A,,
USGS,7137500,10/8/2002,46,A,16.2,A,,
USGS,7137500,10/9/2002,46,A,16.7,A,,
USGS,7137500,10/10/2002,46,A,17.3,A,,
USGS,7137500,10/11/2002,49,A,17.2,A,,
USGS,7137500,10/12/2002,48,A,13.7,A,,
USGS,7137500,10/13/2002,49,A,11.9,A,,
USGS,7137500,10/14/2002,44,A,11.9,A,,
USGS,7137500,10/15/2002,41,A,11.7,A,,
USGS,7137500,10/16/2002,38,A,11.4,A,,
USGS,7137500,10/17/2002,39,A,11.5,A,,
USGS,7137500,10/18/2002,44,A,13.2,A,,
USGS,7137500,10/19/2002,44,A,13.1,A,,
USGS,7137500,10/20/2002,41,A,12.6,A,,
USGS,7137500,10/21/2002,46,A,12.9,A,,
USGS,7137500,10/22/2002,46,A,12,A,,
USGS,7137500,10/23/2002,50,A,7.8,A,,
USGS,7137500,10/24/2002,50,A,6.4,A,4350,A
USGS,7137500,10/25/2002,50,A,8.8,A,4360,A
USGS,7137500,10/26/2002,46,A,10.2,A,4430,A
USGS,7137500,10/27/2002,49,A,10.2,A,4360,A
USGS,7137500,10/28/2002,52,A,11,A,4380,A
USGS,7137500,10/29/2002,55,A,9.8,A,4240,A
USGS,7137500,10/30/2002,59,A,5.9,A,4250,A
USGS,7137500,10/31/2002,58,A,5.2,A,4420,A
USGS,7137500,11/1/2002,59,A,4.8,A,4410,A
USGS,7137500,11/2/2002,59,A,5.7,A,4420,A
USGS,7137500,11/3/2002,60,A,7.4,A,4400,A
USGS,7137500,11/4/2002,61,A,6.9,A,4430,A
USGS,7137500,11/5/2002,59,A,7.2,A,4450,A
USGS,7137500,11/6/2002,59,A,7.9,A,4430,A
USGS,7137500,11/7/2002,59,A,9.1,A,4430,A
USGS,7137500,11/8/2002,59,A,10.5,A,4430,A
USGS,7137500,11/9/2002,60,A,11.9,A,4440,A
USGS,7137500,11/10/2002,58,A,10.6,A,4440,A
USGS,7137500,11/11/2002,55,A,9,A,4460,A
USGS,7137500,11/12/2002,56,A,7.9,A,4450,A
USGS,7137500,11/13/2002,56,A,7.6,A,4440,A
USGS,7137500,11/14/2002,57,A,9.2,A,4430,A
USGS,7137500,11/15/2002,57,A,8.4,A,4420,A
USGS,7137500,11/16/2002,60,A,7.4,A,4400,A
USGS,7137500,11/17/2002,61,A,7.2,A,4390,A
USGS,7137500,11/18/2002,56,A,8.3,A,4490,A
USGS,7137500,11/19/2002,56,A,8.1,A,4460,A
USGS,7137500,11/20/2002,57,A,8.9,A,4460,A
USGS,7137500,11/21/2002,58,A,9.2,A,4450,A
USGS,7137500,11/22/2002,59,A,9.3,A,4450,A
USGS,7137500,11/23/2002,59,A,9.2,A,4450,A
USGS,7137500,11/24/2002,56,A,6.2,A,4470,A
USGS,7137500,11/25/2002,56,A,4,A,4490,A
USGS,7137500,11/26/2002,57,A,2.6,A,4510,A
USGS,7137500,11/27/2002,59,A,3.6,A,4490,A
USGS,7137500,11/28/2002,59,A,5.3,A,4450,A
USGS,7137500,11/29/2002,59,A,6.8,A,4440,A
USGS,7137500,11/30/2002,58,A,6.5,A,4440,A
USGS,7137500,12/1/2002,57,A,5.5,A,4460,A
USGS,7137500,12/2/2002,59,A,6.8,A,4470,A
USGS,7137500,12/3/2002,59,A,4.8,A,4470,A
USGS,7137500,12/4/2002,58,A,4.5,A,4390,A
USGS,7137500,12/5/2002,59,A,6.6,A,4420,A
USGS,7137500,12/6/2002,59,A,6,A,4410,A
USGS,7137500,12/7/2002,60,A,6,A,4390,A
USGS,7137500,12/8/2002,58,A,5.9,A,4390,A
USGS,7137500,12/9/2002,61,A,6.5,A,4390,A
USGS,7137500,12/10/2002,60,A,5.7,A,4390,A
USGS,7137500,12/11/2002,59,A,5.5,A,4400,A
USGS,7137500,12/12/2002,60,A,5.7,A,4410,A
USGS,7137500,12/13/2002,61,A,5.3,A,4420,A
USGS,7137500,12/14/2002,60,A,5.9,A,4420,A
USGS,7137500,12/15/2002,59,A,5.9,A,4420,A
USGS,7137500,12/16/2002,60,A,6.5,A,4410,A
USGS,7137500,12/17/2002,58,A,6.4,A,4410,A
USGS,7137500,12/18/2002,58,A,7,A,4430,A
USGS,7137500,12/19/2002,56,A,4.7,A,4560,A
USGS,7137500,12/20/2002,56,A,3.5,A,4580,A
USGS,7137500,12/21/2002,58,A,3.3,A,4580,A
USGS,7137500,12/22/2002,57,A,3,A,4570,A
USGS,7137500,12/23/2002,58,A,2.3,A,4520,A
USGS,7137500,12/24/2002,57,A,2.4,A,4510,A
USGS,7137500,12/25/2002,53,A,1.5,A,4660,A
USGS,7137500,12/26/2002,52,A,1.2,A,4680,A
USGS,7137500,12/27/2002,51,A,1.9,A,4690,A
USGS,7137500,12/28/2002,57,A,3.7,A,4510,A
USGS,7137500,12/29/2002,61,A,3.5,A,4430,A
USGS,7137500,12/30/2002,60,A,4.3,A,4460,A
USGS,7137500,12/31/2002,59,A,4.2,A,4500,A
USGS,7137500,1/1/2003,59,A,3.7,A,4480,A
USGS,7137500,1/2/2003,59,A,3.1,A,4480,A
USGS,7137500,1/3/2003,59,A,4,A,4490,A
USGS,7137500,1/4/2003,59,A,5.3,A,4490,A
USGS,7137500,1/5/2003,59,A,6.4,A,4480,A
USGS,7137500,1/6/2003,59,A,6.4,A,4480,A
USGS,7137500,1/7/2003,59,A,6,A,4490,A
USGS,7137500,1/8/2003,60,A,6.1,A,4500,A
USGS,7137500,1/9/2003,59,A,5.1,A,4510,A
USGS,7137500,1/10/2003,59,A,3,A,4550,A
USGS,7137500,1/11/2003,59,A,2.7,A,4560,A
USGS,7137500,1/12/2003,60,A,4.4,A,4530,A
USGS,7137500,1/13/2003,60,A,4.7,A,4520,A
USGS,7137500,1/14/2003,60,A,5.2,A,4520,A
USGS,7137500,1/15/2003,59,A,2.9,A,4560,A
USGS,7137500,1/16/2003,58,A,2.1,A,4600,A
USGS,7137500,1/17/2003,60,A,3.7,A,4540,A
USGS,7137500,1/18/2003,60,A,3.7,A,4560,A
USGS,7137500,1/19/2003,60,A,5,A,4540,A
USGS,7137500,1/20/2003,60,A,5.7,A,4540,A
USGS,7137500,1/21/2003,60,A,3.7,A,4550,A
USGS,7137500,1/22/2003,59,A,,,,
USGS,7137500,1/23/2003,50,A:e,,,,
USGS,7137500,1/24/2003,48,A:e,2.8,A,4710,A
USGS,7137500,1/25/2003,62,A,4.1,A,4450,A
USGS,7137500,1/26/2003,61,A,2.5,A,4490,A
USGS,7137500,1/27/2003,58,A,4.4,A,4520,A
USGS,7137500,1/28/2003,59,A,6.3,A,4490,A
USGS,7137500,1/29/2003,59,A,6,A,4480,A
USGS,7137500,1/30/2003,58,A,5.5,A,4470,A
USGS,7137500,1/31/2003,58,A,6.8,A,4490,A
USGS,7137500,2/1/2003,59,A,8.6,A,4480,A
USGS,7137500,2/2/2003,59,A,8.6,A,4470,A
USGS,7137500,2/3/2003,59,A,4.6,A,4450,A
USGS,7137500,2/4/2003,58,A,3.9,A,4470,A
USGS,7137500,2/5/2003,59,A,4.6,A,4470,A
USGS,7137500,2/6/2003,59,A,2.7,A,4490,A
USGS,7137500,2/7/2003,57,A,1.7,A,4570,A
USGS,7137500,2/8/2003,58,A,2.5,A,4590,A
USGS,7137500,2/9/2003,60,A,3.7,A,4480,A
USGS,7137500,2/10/2003,60,A,4,A,4520,A
USGS,7137500,2/11/2003,59,A,5.5,A,4520,A
USGS,7137500,2/12/2003,58,A,6.1,A,4530,A
USGS,7137500,2/13/2003,59,A,7.3,A,4510,A
USGS,7137500,2/14/2003,60,A,8,A,4500,A
USGS,7137500,2/15/2003,60,A,5.6,A,4520,A
USGS,7137500,2/16/2003,59,A,6.3,A,4500,A
USGS,7137500,2/17/2003,60,A,7.1,A,4470,A
USGS,7137500,2/18/2003,60,A,7.5,A,4430,A
USGS,7137500,2/19/2003,60,A,8.1,A,4400,A
USGS,7137500,2/20/2003,60,A,7.8,A,4420,A
USGS,7137500,2/21/2003,60,A,7.8,A,4440,A
USGS,7137500,2/22/2003,60,A,8,A,4460,A
USGS,7137500,2/23/2003,61,A,3.2,A,4410,A
USGS,7137500,2/24/2003,59,A,0.8,A,4560,A
USGS,7137500,2/25/2003,53,A,1.3,A,4700,A
USGS,7137500,2/26/2003,52,A,3.1,A,4660,A
USGS,7137500,2/27/2003,62,A,4.9,A,4320,A
USGS,7137500,2/28/2003,63,A,4.5,A,4300,A
USGS,7137500,3/1/2003,62,A,7.7,A,4380,A
USGS,7137500,3/2/2003,62,A,5.6,A,4420,A
USGS,7137500,3/3/2003,60,A,6.8,A,4420,A
USGS,7137500,3/4/2003,60,A,4,A,4460,A
USGS,7137500,3/5/2003,59,A,2.7,A,4500,A
USGS,7137500,3/6/2003,59,A,6.3,A,4450,A
USGS,7137500,3/7/2003,57,A,8.9,A,4440,A
USGS,7137500,3/8/2003,57,A,9.4,A,4470,A
USGS,7137500,3/9/2003,57,A,6.3,A,4450,A
USGS,7137500,3/10/2003,59,A,7,A,4420,A
USGS,7137500,3/11/2003,59,A,10,A,4400,A
USGS,7137500,3/12/2003,58,A,11.2,A,4420,A
USGS,7137500,3/13/2003,56,A,12.2,A,4480,A
USGS,7137500,3/14/2003,54,A,13.2,A,4510,A
USGS,7137500,3/15/2003,52,A,13.6,A,4510,A
USGS,7137500,3/16/2003,52,A,13.4,A,4510,A
USGS,7137500,3/17/2003,52,A,12.2,A,4520,A
USGS,7137500,3/18/2003,52,A,12.1,A,4530,A
USGS,7137500,3/19/2003,55,A,9.6,A,4340,A
USGS,7137500,3/20/2003,53,A,8.7,A,4470,A
USGS,7137500,3/21/2003,52,A,9,A,4470,A
USGS,7137500,3/22/2003,48,A,10.9,A,4540,A
USGS,7137500,3/23/2003,48,A,12.8,A,4580,A
USGS,7137500,3/24/2003,49,A,13.4,A,4610,A
USGS,7137500,3/25/2003,57,A,13.3,A,4480,A
USGS,7137500,3/26/2003,52,A,12.9,A,4540,A
USGS,7137500,3/27/2003,44,A,9.7,A,4650,A
USGS,7137500,3/28/2003,44,A,6.9,A,,
USGS,7137500,3/29/2003,41,A,6.9,A,,
USGS,7137500,3/30/2003,38,A,9.8,A,4570,A
USGS,7137500,3/31/2003,38,A,13.1,A,4590,A
USGS,7137500,4/1/2003,36,A,14.6,A,4640,A
USGS,7137500,4/2/2003,36,A,13.8,A,4650,A
USGS,7137500,4/3/2003,35,A,14.5,A,4680,A
USGS,7137500,4/4/2003,35,A,13.5,A,4660,A
USGS,7137500,4/5/2003,34,A,10.6,A,4650,A
USGS,7137500,4/6/2003,36,A,8.2,A,4620,A
USGS,7137500,4/7/2003,37,A,8.1,A,4600,A
USGS,7137500,4/8/2003,37,A,10.2,A,4640,A
USGS,7137500,4/9/2003,37,A,12.8,A,4660,A
USGS,7137500,4/10/2003,36,A,14.6,A,4690,A
USGS,7137500,4/11/2003,37,A,15.7,A,4660,A
USGS,7137500,4/12/2003,37,A,15.6,A,4670,A
USGS,7137500,4/13/2003,37,A,15.5,A,4690,A
USGS,7137500,4/14/2003,35,A,16,A,4700,A
USGS,7137500,4/15/2003,31,A,16.3,A,4710,A
USGS,7137500,4/16/2003,29,A,14.5,A,4610,A
USGS,7137500,4/17/2003,28,A,14.5,A,4660,A
USGS,7137500,4/18/2003,30,A,15.1,A,4580,A
USGS,7137500,4/19/2003,30,A,11.2,A,4450,A
USGS,7137500,4/20/2003,32,A,11.6,A,4420,A
USGS,7137500,4/21/2003,31,A,14.4,A,4380,A
USGS,7137500,4/22/2003,30,A,13.7,A,4380,A
USGS,7137500,4/23/2003,31,A,14.8,A,4360,A
USGS,7137500,4/24/2003,31,A,12.8,A,4360,A
USGS,7137500,4/25/2003,32,A,14.3,A,4330,A
USGS,7137500,4/26/2003,45,A,15.6,A,4270,A
USGS,7137500,4/27/2003,45,A,14.2,A,4250,A
USGS,7137500,4/28/2003,40,A,15.6,A,4260,A
USGS,7137500,4/29/2003,37,A,17.9,A,4310,A
USGS,7137500,4/30/2003,37,A,19.2,A,4270,A
USGS,7137500,5/1/2003,36,A,17.7,A,4190,A
USGS,7137500,5/2/2003,40,A,16.5,A,3810,A
USGS,7137500,5/3/2003,41,A,16.2,A,3730,A
USGS,7137500,5/4/2003,41,A,15.8,A,3740,A
USGS,7137500,5/5/2003,42,A,16.4,A,3940,A
USGS,7137500,5/6/2003,37,A,16.9,A,4040,A
USGS,7137500,5/7/2003,32,A,16.7,A,4170,A
USGS,7137500,5/8/2003,30,A,17.8,A,4290,A
USGS,7137500,5/9/2003,29,A,16.5,A,4320,A
USGS,7137500,5/10/2003,27,A,15.6,A,4320,A
USGS,7137500,5/11/2003,26,A,15.9,A,4260,A
