# ---------------------------------- WARNING ----------------------------------------				
# The data you have obtained from this automated U.S. Geological Survey database				
# have not received Director's approval and as such are provisional and subject to				
# revision.  The data are released on the condition that neither the USGS nor the				
# United States Government may be held liable for any damages resulting from its use.				
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional				
#				
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info				
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info				
#				
# Contact:   gs-w_support_nwisweb@usgs.gov				
# retrieved: 2012-01-11 22:47:55 EST       (caww02)				
#				
# Data for the following 1 site(s) are contained in this file				
USGS	7133000	1/16/2001	32	A
USGS	7133000	1/17/2001	33	A
USGS	7133000	1/18/2001	37	A
USGS	7133000	1/19/2001	34	A
USGS	7133000	1/20/2001	31	A
USGS	7133000	1/21/2001	32	A
USGS	7133000	1/22/2001	31	A
USGS	7133000	1/23/2001	31	A
USGS	7133000	1/24/2001	30	A
USGS	7133000	1/25/2001	30	A
USGS	7133000	1/26/2001	31	A
USGS	7133000	1/27/2001	31	A
USGS	7133000	1/28/2001	32	A
USGS	7133000	1/29/2001	31	A
USGS	7133000	1/30/2001	31	A
USGS	7133000	1/31/2001	30	A
USGS	7133000	2/1/2001	30	A
USGS	7133000	2/2/2001	30	A
USGS	7133000	2/3/2001	30	A
USGS	7133000	2/4/2001	29	A
USGS	7133000	2/5/2001	30	A
USGS	7133000	2/6/2001	31	A
USGS	7133000	2/7/2001	32	A
USGS	7133000	2/8/2001	33	A
USGS	7133000	2/9/2001	31	A
USGS	7133000	2/10/2001	33	A
USGS	7133000	2/11/2001	33	A
USGS	7133000	2/12/2001	32	A
USGS	7133000	2/13/2001	33	A
USGS	7133000	2/14/2001	33	A
USGS	7133000	2/15/2001	32	A
USGS	7133000	2/16/2001	32	A
USGS	7133000	2/17/2001	33	A
USGS	7133000	2/18/2001	32	A
USGS	7133000	2/19/2001	29	A
USGS	7133000	2/20/2001	31	A
USGS	7133000	2/21/2001	33	A
USGS	7133000	2/22/2001	33	A
USGS	7133000	2/23/2001	34	A
USGS	7133000	2/24/2001	34	A
USGS	7133000	2/25/2001	32	A
USGS	7133000	2/26/2001	31	A
USGS	7133000	2/27/2001	31	A
USGS	7133000	2/28/2001	31	A
USGS	7133000	3/1/2001	32	A
USGS	7133000	3/2/2001	31	A
USGS	7133000	3/3/2001	31	A
USGS	7133000	3/4/2001	30	A
USGS	7133000	3/5/2001	25	A
USGS	7133000	3/6/2001	20	A
USGS	7133000	3/7/2001	19	A
USGS	7133000	3/8/2001	18	A
USGS	7133000	3/9/2001	17	A
USGS	7133000	3/10/2001	17	A
USGS	7133000	3/11/2001	18	A
USGS	7133000	3/12/2001	20	A
USGS	7133000	3/13/2001	22	A
USGS	7133000	3/14/2001	19	A
USGS	7133000	3/15/2001	22	A
USGS	7133000	3/16/2001	26	A
USGS	7133000	3/17/2001	29	A
USGS	7133000	3/18/2001	28	A
USGS	7133000	3/19/2001	18	A
USGS	7133000	3/20/2001	17	A
USGS	7133000	3/21/2001	16	A
USGS	7133000	3/22/2001	16	A
USGS	7133000	3/23/2001	15	A
USGS	7133000	3/24/2001	15	A
USGS	7133000	3/25/2001	15	A
USGS	7133000	3/26/2001	15	A
USGS	7133000	3/27/2001	14	A
USGS	7133000	3/28/2001	14	A
USGS	7133000	3/29/2001	13	A
USGS	7133000	3/30/2001	13	A
USGS	7133000	3/31/2001	13	A
USGS	7133000	4/1/2001	13	A
USGS	7133000	4/2/2001	13	A
USGS	7133000	4/3/2001	13	A
USGS	7133000	4/4/2001	13	A
USGS	7133000	4/5/2001	13	A
USGS	7133000	4/6/2001	13	A
USGS	7133000	4/7/2001	13	A
USGS	7133000	4/8/2001	12	A
USGS	7133000	4/9/2001	12	A
USGS	7133000	4/10/2001	12	A
USGS	7133000	4/11/2001	12	A
USGS	7133000	4/12/2001	20	A
USGS	7133000	4/13/2001	16	A
USGS	7133000	4/14/2001	14	A
USGS	7133000	4/15/2001	15	A
USGS	7133000	4/16/2001	14	A
USGS	7133000	4/17/2001	10	A:e
USGS	7133000	4/18/2001	10	A
USGS	7133000	4/19/2001	12	A
USGS	7133000	4/20/2001	15	A
USGS	7133000	4/21/2001	21	A
USGS	7133000	4/22/2001	20	A
USGS	7133000	4/23/2001	19	A
USGS	7133000	4/24/2001	19	A
USGS	7133000	4/25/2001	50	A
USGS	7133000	4/26/2001	29	A
USGS	7133000	4/27/2001	20	A
USGS	7133000	4/28/2001	19	A
USGS	7133000	4/29/2001	19	A
USGS	7133000	4/30/2001	22	A
USGS	7133000	5/1/2001	27	A
USGS	7133000	5/2/2001	38	A
USGS	7133000	5/3/2001	45	A
USGS	7133000	5/4/2001	68	A
USGS	7133000	5/5/2001	79	A
USGS	7133000	5/6/2001	86	A
USGS	7133000	5/7/2001	79	A
USGS	7133000	5/8/2001	28	A
USGS	7133000	5/9/2001	19	A
USGS	7133000	5/10/2001	20	A
USGS	7133000	5/11/2001	17	A
USGS	7133000	5/12/2001	16	A
USGS	7133000	5/13/2001	15	A
USGS	7133000	5/14/2001	15	A
USGS	7133000	5/15/2001	14	A
USGS	7133000	5/16/2001	14	A
USGS	7133000	5/17/2001	24	A
USGS	7133000	5/18/2001	20	A
USGS	7133000	5/19/2001	220	A
USGS	7133000	5/20/2001	346	A
USGS	7133000	5/21/2001	560	A
USGS	7133000	5/22/2001	174	A
USGS	7133000	5/23/2001	35	A
USGS	7133000	5/24/2001	23	A
USGS	7133000	5/25/2001	19	A
USGS	7133000	5/26/2001	18	A
USGS	7133000	5/27/2001	18	A
USGS	7133000	5/28/2001	18	A
USGS	7133000	5/29/2001	32	A
USGS	7133000	5/30/2001	64	A
USGS	7133000	5/31/2001	30	A
USGS	7133000	6/1/2001	18	A
USGS	7133000	6/2/2001	35	A
USGS	7133000	6/3/2001	42	A
USGS	7133000	6/4/2001	30	A
USGS	7133000	6/5/2001	15	A
USGS	7133000	6/6/2001	22	A
USGS	7133000	6/7/2001	18	A
USGS	7133000	6/8/2001	1270	A
USGS	7133000	6/9/2001	113	A
USGS	7133000	6/10/2001	27	A
USGS	7133000	6/11/2001	21	A
USGS	7133000	6/12/2001	17	A
USGS	7133000	6/13/2001	15	A
USGS	7133000	6/14/2001	18	A
USGS	7133000	6/15/2001	17	A
USGS	7133000	6/16/2001	19	A
USGS	7133000	6/17/2001	19	A
USGS	7133000	6/18/2001	18	A
USGS	7133000	6/19/2001	300	A
USGS	7133000	6/20/2001	453	A
USGS	7133000	6/21/2001	405	A
USGS	7133000	6/22/2001	60	A
USGS	7133000	6/23/2001	503	A
USGS	7133000	6/24/2001	549	A
USGS	7133000	6/25/2001	559	A
USGS	7133000	6/26/2001	614	A
USGS	7133000	6/27/2001	664	A
USGS	7133000	6/28/2001	644	A
USGS	7133000	6/29/2001	624	A
USGS	7133000	6/30/2001	586	A
USGS	7133000	7/1/2001	582	A
USGS	7133000	7/2/2001	586	A
USGS	7133000	7/3/2001	548	A
USGS	7133000	7/4/2001	546	A
USGS	7133000	7/5/2001	538	A
USGS	7133000	7/6/2001	539	A
USGS	7133000	7/7/2001	540	A
USGS	7133000	7/8/2001	532	A
USGS	7133000	7/9/2001	527	A
USGS	7133000	7/10/2001	535	A
USGS	7133000	7/11/2001	530	A
USGS	7133000	7/12/2001	530	A
USGS	7133000	7/13/2001	566	A
USGS	7133000	7/14/2001	1150	A
USGS	7133000	7/15/2001	287	A
USGS	7133000	7/16/2001	446	A
USGS	7133000	7/17/2001	528	A
USGS	7133000	7/18/2001	510	A
USGS	7133000	7/19/2001	457	A
USGS	7133000	7/20/2001	463	A
USGS	7133000	7/21/2001	471	A
USGS	7133000	7/22/2001	468	A
USGS	7133000	7/23/2001	459	A
USGS	7133000	7/24/2001	474	A
USGS	7133000	7/25/2001	489	A
USGS	7133000	7/26/2001	522	A
USGS	7133000	7/27/2001	558	A
USGS	7133000	7/28/2001	498	A
USGS	7133000	7/29/2001	472	A
USGS	7133000	7/30/2001	483	A
USGS	7133000	7/31/2001	507	A
USGS	7133000	8/1/2001	552	A
USGS	7133000	8/2/2001	574	A
USGS	7133000	8/3/2001	585	A
USGS	7133000	8/4/2001	566	A
USGS	7133000	8/5/2001	560	A
USGS	7133000	8/6/2001	566	A
USGS	7133000	8/7/2001	574	A
USGS	7133000	8/8/2001	565	A
USGS	7133000	8/9/2001	559	A
USGS	7133000	8/10/2001	562	A
USGS	7133000	8/11/2001	528	A
USGS	7133000	8/12/2001	526	A
USGS	7133000	8/13/2001	493	A
USGS	7133000	8/14/2001	305	A
USGS	7133000	8/15/2001	207	A
USGS	7133000	8/16/2001	193	A
USGS	7133000	8/17/2001	32	A
USGS	7133000	8/18/2001	28	A
USGS	7133000	8/19/2001	24	A
USGS	7133000	8/20/2001	22	A
USGS	7133000	8/21/2001	19	A
USGS	7133000	8/22/2001	19	A
USGS	7133000	8/23/2001	24	A
USGS	7133000	8/24/2001	24	A
USGS	7133000	8/25/2001	23	A
USGS	7133000	8/26/2001	21	A
USGS	7133000	8/27/2001	19	A
USGS	7133000	8/28/2001	18	A
USGS	7133000	8/29/2001	16	A
USGS	7133000	8/30/2001	16	A
USGS	7133000	8/31/2001	16	A
USGS	7133000	9/1/2001	16	A
USGS	7133000	9/2/2001	15	A
USGS	7133000	9/3/2001	15	A
USGS	7133000	9/4/2001	14	A
USGS	7133000	9/5/2001	14	A
USGS	7133000	9/6/2001	13	A
USGS	7133000	9/7/2001	13	A
USGS	7133000	9/8/2001	13	A
USGS	7133000	9/9/2001	14	A
USGS	7133000	9/10/2001	13	A
USGS	7133000	9/11/2001	12	A
USGS	7133000	9/12/2001	11	A
USGS	7133000	9/13/2001	11	A
USGS	7133000	9/14/2001	10	A
USGS	7133000	9/15/2001	261	A
USGS	7133000	9/16/2001	331	A
USGS	7133000	9/17/2001	343	A
USGS	7133000	9/18/2001	303	A
USGS	7133000	9/19/2001	232	A
USGS	7133000	9/20/2001	206	A
USGS	7133000	9/21/2001	26	A
USGS	7133000	9/22/2001	18	A
USGS	7133000	9/23/2001	18	A
USGS	7133000	9/24/2001	17	A
USGS	7133000	9/25/2001	17	A
USGS	7133000	9/26/2001	18	A
USGS	7133000	9/27/2001	17	A
USGS	7133000	9/28/2001	18	A
USGS	7133000	9/29/2001	17	A
USGS	7133000	9/30/2001	17	A
USGS	7133000	10/1/2001	22	A
USGS	7133000	10/2/2001	19	A
USGS	7133000	10/3/2001	19	A
USGS	7133000	10/4/2001	19	A
USGS	7133000	10/5/2001	20	A
USGS	7133000	10/6/2001	23	A
USGS	7133000	10/7/2001	35	A
USGS	7133000	10/8/2001	19	A
USGS	7133000	10/9/2001	19	A
USGS	7133000	10/10/2001	19	A
USGS	7133000	10/11/2001	19	A
USGS	7133000	10/12/2001	20	A
USGS	7133000	10/13/2001	19	A
USGS	7133000	10/14/2001	19	A
USGS	7133000	10/15/2001	19	A
USGS	7133000	10/16/2001	19	A
USGS	7133000	10/17/2001	19	A
USGS	7133000	10/18/2001	19	A
USGS	7133000	10/19/2001	19	A
USGS	7133000	10/20/2001	19	A
USGS	7133000	10/21/2001	19	A
USGS	7133000	10/22/2001	21	A
USGS	7133000	10/23/2001	24	A
USGS	7133000	10/24/2001	23	A
USGS	7133000	10/25/2001	20	A
USGS	7133000	10/26/2001	19	A
USGS	7133000	10/27/2001	18	A
USGS	7133000	10/28/2001	18	A
USGS	7133000	10/29/2001	18	A
USGS	7133000	10/30/2001	18	A
USGS	7133000	10/31/2001	18	A
USGS	7133000	11/1/2001	18	A
USGS	7133000	11/2/2001	17	A
USGS	7133000	11/3/2001	14	A
USGS	7133000	11/4/2001	13	A
USGS	7133000	11/5/2001	12	A
USGS	7133000	11/6/2001	12	A
USGS	7133000	11/7/2001	11	A
USGS	7133000	11/8/2001	11	A
USGS	7133000	11/9/2001	11	A
USGS	7133000	11/10/2001	10	A
USGS	7133000	11/11/2001	9.7	A
USGS	7133000	11/12/2001	9.4	A
USGS	7133000	11/13/2001	9.1	A
USGS	7133000	11/14/2001	9.4	A
USGS	7133000	11/15/2001	10	A
USGS	7133000	11/16/2001	10	A
USGS	7133000	11/17/2001	11	A
USGS	7133000	11/18/2001	11	A
USGS	7133000	11/19/2001	11	A
USGS	7133000	11/20/2001	10	A
USGS	7133000	11/21/2001	9	A
USGS	7133000	11/22/2001	9.2	A
USGS	7133000	11/23/2001	9.7	A
USGS	7133000	11/24/2001	9.1	A
USGS	7133000	11/25/2001	8.8	A
USGS	7133000	11/26/2001	8.6	A
USGS	7133000	11/27/2001	8.6	A
USGS	7133000	11/28/2001	9.4	A
USGS	7133000	11/29/2001	8.7	A
USGS	7133000	11/30/2001	8.7	A
USGS	7133000	12/1/2001	8.7	A
USGS	7133000	12/2/2001	8.4	A
USGS	7133000	12/3/2001	8.4	A
USGS	7133000	12/4/2001	8.7	A
USGS	7133000	12/5/2001	8.4	A
USGS	7133000	12/6/2001	8.3	A
USGS	7133000	12/7/2001	8.4	A
USGS	7133000	12/8/2001	8.3	A
USGS	7133000	12/9/2001	8	A
USGS	7133000	12/10/2001	8.1	A
USGS	7133000	12/11/2001	8.2	A
USGS	7133000	12/12/2001	8.1	A
USGS	7133000	12/13/2001	7.9	A
USGS	7133000	12/14/2001	7.9	A
USGS	7133000	12/15/2001	7.9	A
USGS	7133000	12/16/2001	7.9	A
USGS	7133000	12/17/2001	7.9	A
USGS	7133000	12/18/2001	8	A
USGS	7133000	12/19/2001	8.1	A
USGS	7133000	12/20/2001	8.1	A
USGS	7133000	12/21/2001	8.2	A
USGS	7133000	12/22/2001	8.6	A
USGS	7133000	12/23/2001	8	A
USGS	7133000	12/24/2001	7.9	A
USGS	7133000	12/25/2001	7.9	A
USGS	7133000	12/26/2001	7.9	A
USGS	7133000	12/27/2001	8	A
USGS	7133000	12/28/2001	8	A
USGS	7133000	12/29/2001	8.1	A
USGS	7133000	12/30/2001	7.8	A
USGS	7133000	12/31/2001	7.8	A
USGS	7133000	1/1/2002	7.8	A
USGS	7133000	1/2/2002	13	A
USGS	7133000	1/3/2002	24	A
USGS	7133000	1/4/2002	23	A
USGS	7133000	1/5/2002	24	A
USGS	7133000	1/6/2002	23	A
USGS	7133000	1/7/2002	21	A
USGS	7133000	1/8/2002	17	A
USGS	7133000	1/9/2002	14	A
USGS	7133000	1/10/2002	11	A
USGS	7133000	1/11/2002	8.8	A
USGS	7133000	1/12/2002	8.4	A
USGS	7133000	1/13/2002	8.2	A
USGS	7133000	1/14/2002	8.1	A
USGS	7133000	1/15/2002	8.1	A
USGS	7133000	1/16/2002	8.2	A
USGS	7133000	1/17/2002	8.2	A
USGS	7133000	1/18/2002	8.2	A
USGS	7133000	1/19/2002	8.1	A
USGS	7133000	1/20/2002	8.1	A
USGS	7133000	1/21/2002	8.1	A
USGS	7133000	1/22/2002	7.9	A
USGS	7133000	1/23/2002	7.7	A
USGS	7133000	1/24/2002	7.5	A
USGS	7133000	1/25/2002	7.4	A
USGS	7133000	1/26/2002	7.4	A
USGS	7133000	1/27/2002	7.3	A
USGS	7133000	1/28/2002	7.2	A
USGS	7133000	1/29/2002	7.1	A
USGS	7133000	1/30/2002	7.6	A
USGS	7133000	1/31/2002	16	A
USGS	7133000	2/1/2002	16	A:e
USGS	7133000	2/2/2002	17	A
USGS	7133000	2/3/2002	16	A
USGS	7133000	2/4/2002	19	A
USGS	7133000	2/5/2002	20	A
USGS	7133000	2/6/2002	13	A
USGS	7133000	2/7/2002	7.5	A
USGS	7133000	2/8/2002	7.8	A
USGS	7133000	2/9/2002	11	A
USGS	7133000	2/10/2002	12	A
USGS	7133000	2/11/2002	8.6	A
USGS	7133000	2/12/2002	8.4	A
USGS	7133000	2/13/2002	8.7	A
USGS	7133000	2/14/2002	8.6	A
USGS	7133000	2/15/2002	8.4	A
USGS	7133000	2/16/2002	7.9	A
USGS	7133000	2/17/2002	7.6	A
USGS	7133000	2/18/2002	7.6	A
USGS	7133000	2/19/2002	7.5	A
USGS	7133000	2/20/2002	7.5	A
USGS	7133000	2/21/2002	7.4	A
USGS	7133000	2/22/2002	7.4	A
USGS	7133000	2/23/2002	7.4	A
USGS	7133000	2/24/2002	7.4	A
USGS	7133000	2/25/2002	7.4	A
USGS	7133000	2/26/2002	14	A
USGS	7133000	2/27/2002	13	A
USGS	7133000	2/28/2002	17	A
USGS	7133000	3/1/2002	17	A
USGS	7133000	3/2/2002	21	A
USGS	7133000	3/3/2002	20	A
USGS	7133000	3/4/2002	14	A
USGS	7133000	3/5/2002	7.5	A
USGS	7133000	3/6/2002	7.3	A
USGS	7133000	3/7/2002	7	A
USGS	7133000	3/8/2002	6.9	A
USGS	7133000	3/9/2002	6.8	A
USGS	7133000	3/10/2002	6.4	A
USGS	7133000	3/11/2002	6.9	A
USGS	7133000	3/12/2002	6.3	A
USGS	7133000	3/13/2002	6	A
USGS	7133000	3/14/2002	6.5	A
USGS	7133000	3/15/2002	7.1	A
USGS	7133000	3/16/2002	7.4	A
USGS	7133000	3/17/2002	7.8	A
USGS	7133000	3/18/2002	7.5	A
USGS	7133000	3/19/2002	7.5	A
USGS	7133000	3/20/2002	7.7	A
USGS	7133000	3/21/2002	7.4	A
USGS	7133000	3/22/2002	7.3	A
USGS	7133000	3/23/2002	7.4	A
USGS	7133000	3/24/2002	7.6	A
USGS	7133000	3/25/2002	8.5	A
USGS	7133000	3/26/2002	7.8	A
USGS	7133000	3/27/2002	7.2	A
USGS	7133000	3/28/2002	6.4	A
USGS	7133000	3/29/2002	5.8	A
USGS	7133000	3/30/2002	6	A
USGS	7133000	3/31/2002	6	A
USGS	7133000	4/1/2002	6	A
USGS	7133000	4/2/2002	6.2	A
USGS	7133000	4/3/2002	6.3	A
USGS	7133000	4/4/2002	6.3	A
USGS	7133000	4/5/2002	6.5	A
USGS	7133000	4/6/2002	6.7	A
USGS	7133000	4/7/2002	7.4	A
USGS	7133000	4/8/2002	7.2	A
USGS	7133000	4/9/2002	6.9	A
USGS	7133000	4/10/2002	6.4	A
USGS	7133000	4/11/2002	57	A
USGS	7133000	4/12/2002	142	A
USGS	7133000	4/13/2002	171	A
USGS	7133000	4/14/2002	171	A
USGS	7133000	4/15/2002	167	A
USGS	7133000	4/16/2002	127	A
USGS	7133000	4/17/2002	152	A
USGS	7133000	4/18/2002	206	A
USGS	7133000	4/19/2002	195	A
USGS	7133000	4/20/2002	30	A
USGS	7133000	4/21/2002	15	A
USGS	7133000	4/22/2002	11	A
USGS	7133000	4/23/2002	9.2	A
USGS	7133000	4/24/2002	9.1	A
USGS	7133000	4/25/2002	11	A
USGS	7133000	4/26/2002	8.6	A
USGS	7133000	4/27/2002	10	A
USGS	7133000	4/28/2002	8.5	A
USGS	7133000	4/29/2002	8.3	A
USGS	7133000	4/30/2002	8.1	A
USGS	7133000	5/1/2002	13	A
USGS	7133000	5/2/2002	232	A
USGS	7133000	5/3/2002	349	A
USGS	7133000	5/4/2002	286	A
USGS	7133000	5/5/2002	214	A
USGS	7133000	5/6/2002	195	A
USGS	7133000	5/7/2002	32	A
USGS	7133000	5/8/2002	22	A
USGS	7133000	5/9/2002	47	A
USGS	7133000	5/10/2002	23	A
USGS	7133000	5/11/2002	20	A
USGS	7133000	5/12/2002	17	A
USGS	7133000	5/13/2002	19	A
USGS	7133000	5/14/2002	22	A
USGS	7133000	5/15/2002	18	A
USGS	7133000	5/16/2002	17	A
USGS	7133000	5/17/2002	17	A
USGS	7133000	5/18/2002	13	A
USGS	7133000	5/19/2002	9.5	A
USGS	7133000	5/20/2002	14	A
USGS	7133000	5/21/2002	9.6	A
USGS	7133000	5/22/2002	6.4	A
USGS	7133000	5/23/2002	5.8	A
USGS	7133000	5/24/2002	6.9	A
USGS	7133000	5/25/2002	5.6	A
USGS	7133000	5/26/2002	5.3	A
USGS	7133000	5/27/2002	5.3	A
USGS	7133000	5/28/2002	5.2	A
USGS	7133000	5/29/2002	5.2	A
USGS	7133000	5/30/2002	5.1	A
USGS	7133000	5/31/2002	5	A
USGS	7133000	6/1/2002	5	A
USGS	7133000	6/2/2002	5.2	A
USGS	7133000	6/3/2002	5.7	A
USGS	7133000	6/4/2002	34	A
USGS	7133000	6/5/2002	61	A
USGS	7133000	6/6/2002	72	A
USGS	7133000	6/7/2002	72	A
USGS	7133000	6/8/2002	67	A
USGS	7133000	6/9/2002	67	A
USGS	7133000	6/10/2002	67	A
USGS	7133000	6/11/2002	66	A
USGS	7133000	6/12/2002	61	A
USGS	7133000	6/13/2002	58	A
USGS	7133000	6/14/2002	57	A
USGS	7133000	6/15/2002	46	A
USGS	7133000	6/16/2002	60	A
USGS	7133000	6/17/2002	63	A
USGS	7133000	6/18/2002	495	A
USGS	7133000	6/19/2002	562	A
USGS	7133000	6/20/2002	474	A
USGS	7133000	6/21/2002	388	A
USGS	7133000	6/22/2002	383	A
USGS	7133000	6/23/2002	388	A
USGS	7133000	6/24/2002	390	A
USGS	7133000	6/25/2002	404	A
USGS	7133000	6/26/2002	406	A
USGS	7133000	6/27/2002	394	A
USGS	7133000	6/28/2002	390	A
USGS	7133000	6/29/2002	392	A
USGS	7133000	6/30/2002	391	A
USGS	7133000	7/1/2002	394	A
USGS	7133000	7/2/2002	405	A
USGS	7133000	7/3/2002	398	A
USGS	7133000	7/4/2002	281	A
USGS	7133000	7/5/2002	91	A
USGS	7133000	7/6/2002	77	A
USGS	7133000	7/7/2002	62	A
USGS	7133000	7/8/2002	54	A
USGS	7133000	7/9/2002	53	A
USGS	7133000	7/10/2002	49	A
USGS	7133000	7/11/2002	49	A
USGS	7133000	7/12/2002	39	A
USGS	7133000	7/13/2002	17	A
USGS	7133000	7/14/2002	11	A
USGS	7133000	7/15/2002	12	A
USGS	7133000	7/16/2002	9	A
USGS	7133000	7/17/2002	5.5	A
USGS	7133000	7/18/2002	5.2	A
USGS	7133000	7/19/2002	12	A
USGS	7133000	7/20/2002	18	A
USGS	7133000	7/21/2002	20	A
USGS	7133000	7/22/2002	22	A
USGS	7133000	7/23/2002	59	A
USGS	7133000	7/24/2002	92	A
USGS	7133000	7/25/2002	99	A
USGS	7133000	7/26/2002	75	A
USGS	7133000	7/27/2002	66	A
USGS	7133000	7/28/2002	63	A
USGS	7133000	7/29/2002	61	A
USGS	7133000	7/30/2002	46	A
USGS	7133000	7/31/2002	38	A
USGS	7133000	8/1/2002	37	A
USGS	7133000	8/2/2002	33	A
USGS	7133000	8/3/2002	27	A
USGS	7133000	8/4/2002	23	A
USGS	7133000	8/5/2002	21	A
USGS	7133000	8/6/2002	19	A
USGS	7133000	8/7/2002	18	A
USGS	7133000	8/8/2002	18	A
USGS	7133000	8/9/2002	20	A
USGS	7133000	8/10/2002	21	A
USGS	7133000	8/11/2002	18	A
USGS	7133000	8/12/2002	18	A
USGS	7133000	8/13/2002	25	A
USGS	7133000	8/14/2002	33	A
USGS	7133000	8/15/2002	35	A
USGS	7133000	8/16/2002	37	A
USGS	7133000	8/17/2002	36	A
USGS	7133000	8/18/2002	38	A
USGS	7133000	8/19/2002	38	A
USGS	7133000	8/20/2002	39	A
USGS	7133000	8/21/2002	34	A
USGS	7133000	8/22/2002	37	A
USGS	7133000	8/23/2002	47	A
USGS	7133000	8/24/2002	43	A
USGS	7133000	8/25/2002	42	A
USGS	7133000	8/26/2002	43	A
USGS	7133000	8/27/2002	45	A
USGS	7133000	8/28/2002	102	A
USGS	7133000	8/29/2002	599	A
USGS	7133000	8/30/2002	38	A
USGS	7133000	8/31/2002	13	A
USGS	7133000	9/1/2002	12	A
USGS	7133000	9/2/2002	15	A
USGS	7133000	9/3/2002	6.9	A
USGS	7133000	9/4/2002	5.9	A
USGS	7133000	9/5/2002	10	A
USGS	7133000	9/6/2002	19	A
USGS	7133000	9/7/2002	13	A
USGS	7133000	9/8/2002	9.8	A
USGS	7133000	9/9/2002	9.5	A
USGS	7133000	9/10/2002	52	A
USGS	7133000	9/11/2002	9.6	A
USGS	7133000	9/12/2002	8	A
USGS	7133000	9/13/2002	13	A
USGS	7133000	9/14/2002	9.9	A
USGS	7133000	9/15/2002	6.3	A
USGS	7133000	9/16/2002	5.8	A
USGS	7133000	9/17/2002	5.3	A
USGS	7133000	9/18/2002	5.4	A
USGS	7133000	9/19/2002	6.1	A
USGS	7133000	9/20/2002	5.4	A
USGS	7133000	9/21/2002	6.2	A
USGS	7133000	9/22/2002	5.9	A
USGS	7133000	9/23/2002	6.5	A
USGS	7133000	9/24/2002	6.5	A
USGS	7133000	9/25/2002	7.4	A
USGS	7133000	9/26/2002	5.4	A
USGS	7133000	9/27/2002	5.3	A
USGS	7133000	9/28/2002	6.4	A
USGS	7133000	9/29/2002	4.4	A
USGS	7133000	9/30/2002	4.2	A
USGS	7133000	10/1/2002	4.2	A
USGS	7133000	10/2/2002	3.9	A
USGS	7133000	10/3/2002	3.6	A
USGS	7133000	10/4/2002	3.4	A
USGS	7133000	10/5/2002	3.3	A
USGS	7133000	10/6/2002	3.3	A
USGS	7133000	10/7/2002	3.5	A
USGS	7133000	10/8/2002	4.4	A
USGS	7133000	10/9/2002	4.1	A
USGS	7133000	10/10/2002	3.8	A
USGS	7133000	10/11/2002	3.8	A
USGS	7133000	10/12/2002	3.8	A
USGS	7133000	10/13/2002	3.6	A
USGS	7133000	10/14/2002	4	A
USGS	7133000	10/15/2002	4.3	A
USGS	7133000	10/16/2002	4.3	A
USGS	7133000	10/17/2002	4.5	A
USGS	7133000	10/18/2002	4.5	A
USGS	7133000	10/19/2002	4.6	A
USGS	7133000	10/20/2002	4.6	A
USGS	7133000	10/21/2002	4.6	A
USGS	7133000	10/22/2002	4.8	A
USGS	7133000	10/23/2002	4.8	A
USGS	7133000	10/24/2002	4.5	A
USGS	7133000	10/25/2002	4.6	A
USGS	7133000	10/26/2002	5	A
USGS	7133000	10/27/2002	6.3	A
USGS	7133000	10/28/2002	5.2	A
USGS	7133000	10/29/2002	5.8	A
USGS	7133000	10/30/2002	5.6	A
USGS	7133000	10/31/2002	5.5	A
USGS	7133000	11/1/2002	5.6	A
USGS	7133000	11/2/2002	6	A
USGS	7133000	11/3/2002	6.5	A
USGS	7133000	11/4/2002	7.1	A
USGS	7133000	11/5/2002	6.9	A
USGS	7133000	11/6/2002	5.5	A
USGS	7133000	11/7/2002	5.3	A
USGS	7133000	11/8/2002	5	A
USGS	7133000	11/9/2002	4.9	A
USGS	7133000	11/10/2002	4.7	A
USGS	7133000	11/11/2002	4.7	A
USGS	7133000	11/12/2002	4.6	A
USGS	7133000	11/13/2002	4.6	A
USGS	7133000	11/14/2002	4.5	A
USGS	7133000	11/15/2002	4.4	A
USGS	7133000	11/16/2002	4.2	A
USGS	7133000	11/17/2002	4.2	A
USGS	7133000	11/18/2002	4.2	A
USGS	7133000	11/19/2002	4.1	A
USGS	7133000	11/20/2002	4	A
USGS	7133000	11/21/2002	3.7	A
USGS	7133000	11/22/2002	3.3	A
USGS	7133000	11/23/2002	3.3	A
USGS	7133000	11/24/2002	3.3	A
USGS	7133000	11/25/2002	3.3	A
USGS	7133000	11/26/2002	3.3	A
USGS	7133000	11/27/2002	3.2	A
USGS	7133000	11/28/2002	3.1	A
USGS	7133000	11/29/2002	3.1	A
USGS	7133000	11/30/2002	3.4	A
USGS	7133000	12/1/2002	3.6	A
USGS	7133000	12/2/2002	3.4	A
USGS	7133000	12/3/2002	3.2	A
USGS	7133000	12/4/2002	3.2	A
USGS	7133000	12/5/2002	3.7	A
USGS	7133000	12/6/2002	3.7	A
USGS	7133000	12/7/2002	3.7	A
USGS	7133000	12/8/2002	3.6	A
USGS	7133000	12/9/2002	3.3	A
USGS	7133000	12/10/2002	3	A
USGS	7133000	12/11/2002	3.4	A
USGS	7133000	12/12/2002	3.1	A
