DATE,q.in,ec.in,t.in,q.out,ec.out,t.out,q.BIG,q.BUF,q.WIL,q.FRO,df.0,dg.0,p,et,RHmin,u2
9/9/2007,0.481386392,1.4,22.2,2.520199347,3.98,23.71666667,0.396435852,1.523446347,0.033980216,0.764554858,0.20977225,0.65249425,0.000338667,0.0034544,45.9285714,3.830439815
9/10/2007,0.424752699,1.4,21.55,2.57683304,4.02,23.42,0.396435852,1.520614662,0.062297062,0.764554858,0.2026285,0.65427225,4.23E-05,0.0067564,44.4714286,3.173996914
9/11/2007,0.453069545,1.4,20.9,2.661783579,4.06,23.09666667,0.396435852,1.523446347,0.031148531,0.764554858,0.2065655,0.661416,0,0.008636,12.2857143,1.752507716
9/12/2007,0.424752699,1.41,20.15,2.57683304,4.1,22.86666667,0.396435852,1.531941401,0.024635657,0.764554858,0.20024725,0.67757675,0,0.007112,17.8857143,2.699266975
9/13/2007,0.424752699,1.43,19.8,2.463565653,4.12,22.68333333,0.396435852,1.53760477,0.031148531,0.764554858,0.20437475,0.6704965,0,0.0057912,26.3285714,2.998070988
9/14/2007,0.453069545,1.44,19.65,2.435248807,4.16,22.41333333,0.424752699,1.509287923,0.087782224,0.736238011,0.20500975,0.666877,0,0.0089408,26.4857143,3.516203704
9/15/2007,0.538020085,1.43,19.35,2.32198142,4.19,22.14333333,0.453069545,1.478139392,0.150079287,0.736238011,0.21739225,0.664083,0,0.0117348,19.7,2.749228395
9/16/2007,0.538020085,1.43,19.1,2.32198142,4.24,22.02758621,0.453069545,1.483802761,0.006796043,0.736238011,0.215146759,0.677556545,0.003344333,0.0083312,12.1714286,3.393904321
9/17/2007,0.538020085,1.44,19.15,2.463565653,4.18,21.87241379,0.453069545,1.463980969,0.006796043,0.622970625,0.2151888,0.66421,0.000169333,0.0072136,21.2714286,3.414351852
9/18/2007,0.538020085,1.44,19.8,2.973268892,4.13,21.69310345,0.453069545,1.469644338,0.006512875,0.01104357,0.215773,0.664083,0.000338667,0.0100076,11.5,2.024498457
9/19/2007,0.453069545,1.45,19.6,2.916635199,4.12,21.47586207,0.453069545,1.455485915,0.004813864,0,0.19897725,0.66284475,0,0.010922,19.4142857,4.444444444
9/20/2007,0.453069545,1.46,19.95,2.888318352,4.16,21.30689655,0.453069545,1.41584233,0.004813864,0,0.196215,0.64735075,0.000127,0.0100076,19.6142857,4.891396605
9/21/2007,0.566336932,1.51,20.15,2.775050966,4.23,21.20344828,0.453069545,1.393188852,0.005097032,0,0.214482947,0.63693675,0,0.0081788,10.9714286,3.270640432
9/22/2007,0.481386392,1.51,19.95,2.633466733,4.24,21.07241379,0.453069545,1.379030429,0.005663369,0,0.20266025,0.63522225,0.00254,0.0109728,25.6714286,3.325231481
9/23/2007,0.538020085,1.52,20.3,2.775050966,4.15,21.04482759,0.453069545,1.418674014,0.004813864,0,0.20748625,0.65827275,4.23E-05,0.0105156,25.3285714,6.408371914
9/24/2007,0.538020085,1.56,20.55,2.718417273,4.01,21,0.453069545,1.430000753,0.004813864,0.172732764,0.206756,0.67421125,0,0.0051308,10.3285714,4.754243827
9/25/2007,0.509703239,1.55,19.85,2.350298267,3.96,20.81724138,0.453069545,1.401683906,0.004247527,0.594653778,0.199263,0.67414775,0,0.0067564,26.2714286,2.23128858
9/26/2007,0.509703239,1.55,18.95,2.237030881,3.97,20.63793103,0.453069545,1.37336706,0.004247527,0.594653778,0.2030095,0.66830575,0,0.00635,15.1857143,2.481095679
9/27/2007,0.509703239,1.54,18.75,2.208714034,4.01,20.40344828,0.453069545,1.384693798,0.011326739,0.566336932,0.199136,0.6720205,0.002836333,0.0099568,10.7571429,1.675733025
9/28/2007,0.509703239,1.55,18.55,2.180397187,4.03,20.27586207,0.453069545,1.404515591,0.012176244,0.594653778,0.200279,0.681355,0.001185333,0.011938,17.7714286,4.470871914
9/29/2007,0.509703239,1.55,18.85,2.435248807,3.9,20.23793103,0.453069545,1.393188852,0.011609907,0.594653778,0.198374,0.6814185,0,0.007874,23.1571429,7.74845679
9/30/2007,0.538020085,1.62,18.35,2.4918825,3.91,20.11034483,0.453069545,1.370535375,0.010477233,0.594653778,0.19999325,0.67421125,0,0.0102108,17.8142857,4.434799383
10/1/2007,0.538020085,1.58,18,2.265347727,3.97,19.91034483,0.453069545,1.36770369,0.013592086,0.594653778,0.1997075,0.6790055,0,0.0072644,11.7428571,3.893325617
10/2/2007,0.509703239,1.58,17.95,2.010496108,4.05,19.74827586,0.453069545,1.362040321,0.011609907,0.594653778,0.195199,0.67846575,0,0.0110236,13.6285714,2.974344136
10/3/2007,0.566336932,1.58,17.7,2.095446648,4.02,19.52758621,0.453069545,1.336555159,0.007928717,0.594653778,0.19973925,0.6694805,0,0.0073152,13.8857143,4.575231481
10/4/2007,0.538020085,1.58,17.55,2.010496108,4.1,19.37586207,0.453069545,1.328060105,0.006796043,0.566336932,0.1970405,0.663194,0,0.0135128,10.0285714,1.829282407
10/5/2007,0.566336932,1.6,17.85,2.095446648,4.09,19.24137931,0.453069545,1.311069997,0.007079212,0.538020085,0.198628,0.67186175,0,0.0128016,13.0571429,5.313657407
10/6/2007,0.538020085,1.62,18.3,2.095446648,4.07,19.10689655,0.453069545,1.302574943,0.017273276,0.509703239,0.19472275,0.67243325,0.000211667,0.0059436,23.3428571,7.22974537
10/7/2007,0.594653778,1.65,18.05,2.123763494,4.03,18.9137931,0.424752699,1.299743258,0.311485312,0.509703239,0.19802475,0.6665595,0,0.00508,26.9571429,3.956018519
10/8/2007,0.594653778,1.64,17.15,2.208714034,3.99,18.65862069,0.424752699,1.379030429,0.792871705,0.566336932,0.197739,0.66367025,0,0.007366,14.9142857,1.57195216
10/9/2007,0.594653778,1.63,16.45,2.123763494,4.05,18.52758621,0.424752699,1.444159176,0.481386392,0.538020085,0.19631025,0.65884425,0,0.0061976,11.0571429,2.41242284
10/10/2007,0.594653778,1.64,15.9,2.152080341,4.05,18.45862069,0.424752699,1.404515591,0.021237635,0.566336932,0.1971675,0.66328925,0,0.006604,21.3857143,2.412808642
10/11/2007,0.594653778,1.65,15.95,2.038812954,4.09,18.43103448,0.453069545,1.376198744,0.008211886,0.538020085,0.19662775,0.6665595,0,0.0046736,28.4714286,3.328317901
10/12/2007,0.594653778,1.65,16.05,2.010496108,4.11,18.39655172,0.453069545,1.362040321,0.006229706,0.509703239,0.194437,0.6619875,0,0.0033528,38.4285714,2.858603395
10/13/2007,0.622970625,1.65,16.05,2.038812954,4.14,18.30344828,0.424752699,1.33089179,0.186891187,0.509703239,0.197358,0.654177,0.001735667,0.0037592,50.2,3.055169753
10/14/2007,0.594653778,1.65,15.9,2.208714034,4.14,18.25862069,0.453069545,1.302574943,0.339802159,0.509703239,0.193167,0.661543,8.47E-05,0.0066548,46,4.921489198
10/15/2007,0.594653778,1.67,15.2,2.180397187,4.13,18.11724138,0.453069545,1.271426412,0.368119006,0.509703239,0.18595975,0.6640195,0,0.0044704,22.1285714,3.280478395
10/16/2007,0.651287472,1.67,14.85,2.208714034,4.09,17.93333333,0.453069545,1.424337383,0.368119006,0.509703239,0.19681825,0.642366,0.000465667,0.007366,21.4857143,1.765817901
10/17/2007,0.736238011,1.67,14.55,2.208714034,4.17,17.73333333,0.453069545,1.718832588,0.283168466,0.509703239,0.21021675,0.61160025,4.23E-05,0.0068072,15.5571429,3.814429012
10/18/2007,0.651287472,1.67,14,2.180397187,4.24,17.47,0.453069545,1.741486065,0.271841727,0.481386392,0.1942465,0.60706,0,0.0073152,13.2,4.739583333
10/19/2007,0.622970625,1.68,13.8,2.123763494,4.22,17.17666667,0.453069545,1.667862264,0.481386392,0.481386392,0.1890395,0.605536,0,0.0112776,10.9142857,2.506558642
10/20/2007,0.792871705,1.7,13.9,2.067129801,4.25,16.93,0.453069545,1.707505849,0.481386392,0.481386392,0.2111375,0.606933,0.006688667,0.002286,6.4714286,3.682291667
10/21/2007,0.679604318,1.71,12.65,2.350298267,4.22,16.6,0.481386392,2.067129801,0.509703239,0.218039719,0.1948815,0.637667,0,0.0044704,52.4428571,5.198881173
10/22/2007,0.651287472,1.73,11.2,2.831684659,3.9,16.22666667,0.509703239,1.90855546,0.311485312,0,0.19154775,0.66976625,0,0.0073152,17.2714286,3.566165123
10/23/2007,0.679604318,1.74,11.2,2.916635199,3.89,15.86,0.509703239,1.70184248,0.015291097,0,0.19218275,0.678942,4.23E-05,0.0047244,20.3,4.323302469
10/24/2007,0.792871705,1.74,11.05,2.860001506,4,15.58,0.509703239,1.543268139,0.254851619,0,0.210312,0.67179825,0,0.005334,19.8428571,1.803433642
10/25/2007,0.906139091,1.74,10.8,2.860001506,4.02,15.39,0.509703239,1.639545418,0.538020085,0,0.226568,0.6760845,0,0.0060452,17.0857143,2.081597222
10/26/2007,0.991089631,1.77,10.55,2.803367812,3.98,15.20333333,0.509703239,1.766971227,0.849505398,0.147247602,0.241046,0.681609,0,0.0032004,21.6571429,3.257137346
10/27/2007,0.736238011,1.76,10.8,2.4918825,3.9,15,0.509703239,1.834931659,1.104357017,0.594653778,0.20945475,0.68754625,0,0.0034036,26.6571429,1.955439815
10/28/2007,0.566336932,1.77,10.55,2.718417273,3.83,14.73333333,0.509703239,1.851921767,1.019406477,0.622970625,0.18011775,0.6903085,0,0.0061976,25.5142857,1.643518519
10/29/2007,0.538020085,1.77,10.7,2.831684659,3.79,14.42666667,0.509703239,1.795288074,1.019406477,0.622970625,0.173863,0.67852925,0,0.0079248,14.6142857,2.219521605
10/30/2007,0.509703239,1.71,10.75,2.775050966,3.91,14.21333333,0.509703239,1.789624704,0.962772784,0.622970625,0.1696085,0.67706875,0,0.0043688,8.2285714,2.635609568
10/31/2007,0.481386392,1.7,11.1,2.746734119,3.92,14.02,0.509703239,1.877406929,0.962772784,0.679604318,0.16735425,0.6984365,0,0.0055372,21.7571429,3.640625
11/1/2007,0.481386392,1.8,10.7,2.916635199,3.82,13.72666667,0.509703239,1.815109866,0.991089631,0.679604318,0.16576675,0.69154675,0,0.004826,18.4285714,2.712962963
11/2/2007,0.424752699,1.81,10.45,3.086536278,3.83,13.5,0.509703239,1.565921616,0.962772784,0.622970625,0.1572895,0.67300475,0,0.004318,16.7285714,3.860725309
11/3/2007,0.453069545,1.81,10.25,2.718417273,4.06,13.22,0.509703239,1.393188852,1.019406477,0.594653778,0.16456025,0.667893,0,0.006604,12.9142857,1.687114198
11/4/2007,0.453069545,1.82,9.8,2.4918825,4.21,12.9,0.509703239,1.381862114,0.962772784,0.566336932,0.1627632,0.66742056,0,0.0037084,8.1,2.343364198
11/5/2007,0.453069545,1.82,10,2.4918825,4.23,12.54666667,0.509703239,1.353545267,0.339802159,0.566336932,0.16284575,0.66792475,0,0.0049276,24.7857143,3.047453704
11/6/2007,0.424752699,1.83,9.35,2.293664574,4.26,12.24,0.509703239,1.342218528,0.311485312,0.594653778,0.15875,0.6674485,0,0.0070612,18.2857143,3.274305556
11/7/2007,0.424752699,1.83,9.85,2.293664574,4.28,12.00333333,0.509703239,1.299743258,0.311485312,0.594653778,0.15973425,0.66675,0,0.006604,6.2142857,2.256751543
11/8/2007,0.424752699,1.84,9.3,2.293664574,4.26,11.79666667,0.509703239,1.254436304,0,0.566336932,0.15732125,0.6673215,0,0.0074676,5.9428571,2.125
11/9/2007,0.424752699,1.85,8.7,2.180397187,4.27,11.6,0.509703239,1.220456088,0,0.594653778,0.16157575,0.66709925,0,0.0049784,8.6428571,2.753472222
11/10/2007,0.453069545,1.87,9.85,1.953862415,4.28,11.41666667,0.509703239,1.254436304,0,0.707921165,0.16710025,0.667639,0,0.0065532,10.3571429,1.740162037
11/11/2007,0.509703239,1.88,9.15,2.32198142,4.24,11.14333333,0.509703239,1.251604619,0,0.509703239,0.17694275,0.66754375,0,0.0039624,11.7142857,2.515046296
11/12/2007,0.453069545,1.88,9.2,2.860001506,4.21,10.89333333,0.509703239,1.220456088,0,0,0.16602075,0.6665595,0,0.0071628,22.2,2.794753086
11/13/2007,0.424752699,1.89,10,2.831684659,4.25,10.67333333,0.509703239,1.214792719,0,0,0.163322,0.667131,0,0.0036576,10.2857143,2.563850309
11/14/2007,0.481386392,1.9,7.65,2.746734119,4.29,10.47333333,0.481386392,1.223287773,0,0,0.1707515,0.66640075,0,0.0049276,16.7,3.650270062
11/15/2007,0.481386392,1.92,6.95,2.661783579,4.35,10.24,0.481386392,1.234614511,0,0,0.17148175,0.665099,0,0.0067056,12.2,2.453317901
11/16/2007,0.453069545,1.92,8.35,2.718417273,4.34,10.01666667,0.481386392,1.262931358,0,0,0.170053,0.66811525,0,0.0049276,9.2,2.489969136
11/17/2007,0.453069545,1.93,7.8,2.775050966,4.3,9.876666667,0.481386392,1.342218528,0,0,0.16779875,0.673481,0,0.0050292,15.9428571,2.112847222
11/18/2007,0.453069545,1.94,8.2,2.944952045,4.27,9.796666667,0.481386392,1.441327491,0,0,0.16913225,0.672719,0,0.0079756,15.5,2.131365741
11/19/2007,0.424752699,1.95,9,3.199803665,4.24,9.67,0.481386392,1.486634446,0,0,0.16449675,0.673608,0,0.0047244,7.7285714,2.687114198
11/20/2007,0.424752699,1.95,7.55,3.171486818,4.25,9.61,0.481386392,1.478139392,0,0,0.1684655,0.674116,0,0.0014732,21.5,3.958912037
11/21/2007,0.424752699,1.96,5.8,3.171486818,4.26,9.506666667,0.481386392,1.466812653,0,0,0.16722725,0.67459225,0,0.0016764,44.1142857,3.673225309
11/22/2007,0.396435852,1.97,4,3.228120511,4.28,9.28,0.481386392,1.461149284,0,0,0.16002,0.67351275,0.000254,0.0011684,31.4142857,2.034143519
11/23/2007,0.396435852,1.97,3.55,3.369704744,4.25,8.94,0.481386392,1.435664122,0,0,0.16055975,0.67624325,4.23E-05,0.0021844,53.7285714,4.660108025
11/24/2007,0.368119006,1.98,2.45,3.341387898,4.26,8.62,0.481386392,1.432832437,0,0,0.155575,0.67281425,0,0.004064,25.5857143,2.41724537
11/25/2007,0.368119006,1.99,3.2,3.369704744,4.26,8.336666667,0.481386392,1.444159176,0,0,0.15440025,0.67236975,0,0.0014224,11.8428571,2.255979938
11/26/2007,0.368119006,1.99,2.7,3.398021591,4.25,8.093333333,0.481386392,1.446990861,0,0,0.15789275,0.6716395,0.000423333,0.0052324,41.3714286,1.67033179
11/27/2007,0.368119006,1.99,3.25,3.398021591,4.26,7.88,0.481386392,0.741901381,0,0,0.156591,0.72824975,0.00254,0.0030988,11.9142857,2.985339506
11/28/2007,0.368119006,2,2.95,3.341387898,4.22,7.68,0.481386392,0.141584233,0,0,0.15560675,0.7743825,0,0.0043688,24.2857143,4.048032407
11/29/2007,0.339802159,2.02,3,3.313071051,4.24,7.403333333,0.481386392,0.086083214,0,0,0.1492885,0.77136625,8.47E-05,0.0016256,17.0428571,3.157021605
11/30/2007,0.396435852,2.01,2.95,3.341387898,4.24,7.153333333,0.481386392,0.086083214,0,0,0.16005175,0.76971525,0,0.0097028,46.8,4.367862654
12/1/2007,0.594653778,2.02,4.45,3.369704744,4.24,7.013333333,0.481386392,0.086083214,0,0,0.1958975,0.77517625,0,0.0023876,12.6,6.992669753
12/2/2007,0.538020085,2.03,4.15,3.398021591,4.23,6.876666667,0.481386392,0.086083214,0,0,0.182949273,0.783402261,0,0.0039624,26.3714286,2.389467593
12/3/2007,0.339802159,2.03,4.5,3.341387898,4.23,6.736666667,0.481386392,0.086083214,0,0,0.14328775,0.78038325,0,0.0056388,10.5285714,1.665895062
12/4/2007,0.339802159,2.04,5.9,3.341387898,4.23,6.65,0.453069545,0.086083214,0,0,0.137795,0.7773035,0,0.0035052,10.4428571,2.330632716
12/5/2007,0.339802159,2.05,5.35,3.284754204,4.24,6.6,0.453069545,0.087499056,0,0,0.1336675,0.778129,0,0.0030988,28.9714286,3.351658951
12/6/2007,0.339802159,2.05,5.8,3.284754204,4.24,6.563333333,0.453069545,0.089764404,0,0,0.13388975,0.777875,0,0.0007112,27.9285714,2.692901235
12/7/2007,0.339802159,2.05,4.7,3.256437358,4.25,6.476666667,0.453069545,0.091746583,0,0,0.13503275,0.7776845,0,0.0001524,64.5,4.087962963
12/8/2007,0.339802159,2.06,2.6,3.256437358,4.28,6.28,0.453069545,0.091746583,0,0,0.134112,0.7776845,0.000169333,0.000254,79.3857143,0.740316358
12/9/2007,0.339802159,2.1,1.3,3.256437358,4.31,6.026666667,0.453069545,0.090330741,0,0,0.1341755,0.777875,0.003132667,0.000254,67.8142857,0.219733796
12/10/2007,0.368119006,2.11,1.6,3.284754204,4.27,5.78,0.453069545,0.093445594,0,0,0.136525,0.77587475,0,0.0004572,83.1428571,1.145949074
12/11/2007,0.453069545,2.09,2.2,3.341387898,4.21,5.556666667,0.453069545,0.092596088,0,0,0.1550035,0.77885925,0.000296333,0.0004572,73.5571429,2.939969136
12/12/2007,0.566336932,2.1,2.5,3.256437358,4.27,5.313333333,0.453069545,0.091746583,0,0,0.18030825,0.7794625,0.000931333,0.0011176,74.4428571,1.895216049
12/13/2007,0.566336932,2.13,2.05,3.313071051,4.29,5.086666667,0.453069545,0.091746583,0,0,0.1791335,0.7898765,0,0.0003556,50.5857143,2.365740741
12/14/2007,0.566336932,2.13,1.2,3.398021591,4.28,4.923333333,0.453069545,0.092029751,0,0,0.17649825,0.7912735,8.47E-05,0.0016764,73.0142857,3.424382716
12/15/2007,0.594653778,2.17,0.55,3.398021591,4.29,4.796666667,0.453069545,0.091746583,0,0,0.18034,0.791083,8.47E-05,0.0023876,32.2,3.640625
12/16/2007,0.453069545,2.2,0.2,3.398021591,4.34,4.586666667,0.453069545,0.091746583,0,0,0.152146,0.78952725,0,0.0026416,24.1142857,2.444058642
12/17/2007,0.396435852,2.16,NA,3.369704744,4.31,4.376666667,0.453069545,0.092879257,0,0,0.139827,0.77943075,0.000211667,0.0034544,22.8857143,1.859567901
12/18/2007,0.368119006,2.18,NA,3.284754204,4.31,4.193333333,0.453069545,0.093728762,0,0,0.13642975,0.7738745,0,0.0029464,19.3857143,2.636766975
12/19/2007,0.368119006,2.17,0.45,3.256437358,4.29,4.016666667,0.424752699,0.09599411,0,0,0.13585825,0.7800975,0,0.0034544,20.5857143,2.098958333
12/20/2007,0.368119006,2.16,1.3,3.313071051,4.28,3.88,0.424752699,0.095710941,0,0,0.13382625,0.782574,0,0.002286,15.2857143,1.713541667
12/21/2007,0.396435852,2.14,1.55,3.369704744,4.28,3.833333333,0.424752699,0.096277278,0,0,0.13414375,0.78317725,0.000127,0.0019304,40.6857143,4.327353395
12/22/2007,0.538020085,2.13,2.1,3.313071051,4.3,3.78,0.424752699,0.093728762,0,0,0.1641475,0.7762875,0.000169333,0.0011684,32.0142857,5.386959877
12/23/2007,0.538020085,2.19,1.3,3.256437358,4.36,3.726666667,0.424752699,0.092879257,0,0,0.1665605,0.78095475,0.000127,0.0019304,43.9714286,1.880787037
12/24/2007,0.566336932,2.22,0.85,3.313071051,4.3,3.68,0.424752699,0.096277278,0,0,0.168148,0.78463775,0,0.0010668,26.7142857,1.828317901
12/25/2007,0.509703239,2.21,0.55,3.341387898,4.29,3.626666667,0.424752699,0.097409952,0,0,0.1616075,0.785495,8.47E-05,0.0015748,61.5,5.393325617
12/26/2007,0.622970625,2.23,0.15,3.313071051,4.28,3.566666667,0.424752699,0.097409952,0,0,0.177927,0.785749,0,0.0003556,35.0571429,2.833912037
12/27/2007,0.679604318,2.22,0,3.369704744,4.28,3.446666667,0.424752699,0.097976289,0,0,0.18945225,0.79600425,0.000677333,0.0009144,76.7857143,4.155671296
12/28/2007,0.651287472,2.18,0,3.369704744,NA,3.4,0.424752699,0.097409952,0,0,0.18653125,0.79771875,0.000381,0.0013716,49.7,2.532600309
12/29/2007,0.651287472,NA,NA,3.341387898,NA,3.389285714,0.424752699,0.092879257,0,0,0.18564225,0.794385,0.000211667,0.0024384,39.0142857,2.304205247
12/30/2007,0.679604318,NA,NA,3.341387898,NA,3.392592593,0.424752699,0.096843615,0,0,0.18627725,0.7916545,0,0,30.9,3.483410494
12/31/2007,0.679604318,NA,NA,3.341387898,NA,3.326923077,0.424752699,0.097976289,0,0,0.18773775,0.7960995,0,0.0016256,0,NA
1/1/2008,0.594653778,NA,NA,3.313071051,NA,3.256,0.424752699,0.098259458,0,0,0.17465675,0.790448,0,0.0011684,26.0714286,2.473186728
1/2/2008,0.622970625,NA,NA,3.313071051,NA,3.1875,0.424752699,0.094295099,0,0,0.1782445,0.7869555,0,0.0018796,33.5,1.600501543
1/3/2008,0.651287472,NA,NA,3.313071051,4.38,2.929166667,0.424752699,0.090613909,0,0,0.1831975,0.791718,0,0.0024892,30.5285714,1.571373457
1/4/2008,0.679604318,NA,NA,3.313071051,4.28,2.7,0.424752699,0.094295099,0,0,0.18430875,0.7949565,0,0.0036576,34.2428571,2.265625
1/5/2008,0.707921165,NA,NA,3.284754204,4.26,2.579166667,0.424752699,0.101374311,0,0,0.1805305,0.79524225,0,0.0016764,30.8571429,3.294367284
1/6/2008,0.736238011,NA,NA,3.341387898,4.24,2.545833333,0.424752699,0.103073322,0,0,0.17827625,0.80127475,0,0.00254,33,1.750578704
1/7/2008,0.707921165,2.13,1.45,3.341387898,4.23,2.604166667,0.424752699,0.10335649,0,0,0.1693545,0.8033385,0.000677333,0.0018288,27.0142857,3.336419753
1/8/2008,0.736238011,2.15,1.15,3.341387898,4.23,2.695833333,0.424752699,0.10335649,0,0,0.1670685,0.80070325,0.000254,0.0032512,36.8,3.205825617
1/9/2008,0.764554858,2.19,1.7,3.341387898,4.23,2.729166667,0.424752699,0.10335649,0,0,0.1701165,0.80000475,0,0.0019812,26.9285714,3.249035494
1/10/2008,0.736238011,2.21,3.45,3.313071051,4.24,2.7625,0.424752699,0.10335649,0,0,0.16500475,0.79987775,0,0.0025908,34.8285714,3.018518519
1/11/2008,0.707921165,2.23,2.3,3.313071051,4.24,2.8,0.424752699,0.10335649,0,0,0.1624965,0.79936975,0,0.0024892,25.8,2.455632716
1/12/2008,0.736238011,2.24,2.95,3.256437358,4.24,2.829166667,0.424752699,0.10335649,0,0,0.16637,0.79524225,0,0.002286,23.0285714,2.207368827
1/13/2008,0.736238011,2.26,2.2,3.199803665,4.25,2.845833333,0.424752699,0.10335649,0,0,0.16735425,0.79422625,0,0.0029464,24.2285714,2.201388889
1/14/2008,0.707921165,2.27,1.9,3.199803665,4.26,2.9,0.424752699,0.10335649,0,0,0.16106775,0.793496,0,0.0052324,20.7142857,2.981674383
1/15/2008,0.679604318,2.26,2.4,3.228120511,4.26,2.995833333,0.424752699,0.104205995,0,0,0.1599565,0.79428975,0,0.001524,12.6571429,4.070408951
1/16/2008,0.707921165,2.21,1.55,3.228120511,4.27,2.966666667,0.424752699,0.10335649,0,0,0.16094075,0.790067,0,0.0014732,46.5285714,6.532600309
1/17/2008,0.594653778,2.3,0.75,3.086536278,4.43,2.816666667,0.396435852,0.102223816,0,0,0.140462,0.780091355,0,0.0013716,25.6285714,2.246334877
1/18/2008,0.594653778,2.3,0.2,3.143169971,4.3,2.683333333,0.396435852,0.106754512,0,0,0.14049375,0.78152625,0.000338667,0.0009652,36.0857143,2.29378858
1/19/2008,0.566336932,2.26,0.05,3.029902585,4.26,2.583333333,0.396435852,0.108453522,0,0,0.139446,0.77987525,0.000169333,0.0023368,44.2857143,1.493248457
1/20/2008,0.594653778,2.26,NA,3.001585739,4.27,2.483333333,0.396435852,0.109303028,0,0,0.1403985,0.77790675,0,0.000762,32.6285714,2.900655864
1/21/2008,0.594653778,2.25,NA,3.001585739,4.31,2.4375,0.396435852,0.109303028,0,0,0.13903325,0.779018,0,0.0010668,52.2142857,3.368634259
1/22/2008,0.594653778,NA,NA,3.029902585,4.35,2.441666667,0.396435852,0.109019859,0,0,0.14068425,0.7916545,0,0.0018796,41.0142857,1.602623457
1/23/2008,0.594653778,NA,NA,3.058219432,4.35,2.4125,0.396435852,0.104489164,0,0,0.13992225,0.78336775,0,0.0029972,30.9857143,2.980516975
1/24/2008,0.538020085,NA,NA,3.086536278,4.35,2.379166667,0.396435852,0.10335649,0,0,0.12671425,0.776732,0,0.0042164,28.8714286,4.155671296
1/25/2008,0.368119006,NA,NA,3.143169971,4.31,2.420833333,0.396435852,0.105621838,0,0,0.090932,0.7737475,0,0.0041656,11.4285714,2.833912037
1/26/2008,0.368119006,NA,NA,3.029902585,4.29,2.566666667,0.396435852,0.10703768,0,0,0.09344025,0.783490329,0,0.0048768,11.6857143,2.522762346
1/27/2008,0.368119006,NA,NA,2.973268892,4.3,2.644,0.396435852,0.108453522,0,0,0.09217025,0.7922895,0,0.0074676,7.8,2.019483025
1/28/2008,0.396435852,NA,NA,3.029902585,4.3,2.819230769,0.396435852,0.119213924,0,0,0.094869,0.832381091,0,0.0036576,11.4,6.733024691
1/29/2008,0.368119006,2.17,3.35,3.001585739,4.32,2.881481481,0.396435852,0.142716907,0,0,0.0870585,0.77460475,0,0.0033528,11.1428571,4.957175926
1/30/2008,0.339802159,2.24,2.55,2.973268892,4.31,2.882142857,0.396435852,0.148380276,0,0,0.08664575,0.77257275,0,0.0029972,15.3142857,3.063657407
1/31/2008,0.368119006,2.25,2.65,3.001585739,4.29,2.875862069,0.396435852,0.148663445,0,0,0.0884555,0.7698105,0,0.004572,10.0714286,3.455439815
2/1/2008,0.368119006,2.25,2.85,2.944952045,4.29,2.88,0.396435852,0.128558484,0,0,0.08994775,0.76711175,0,0.0029464,14.3714286,3.231095679
2/2/2008,0.396435852,2.21,3.15,2.916635199,4.26,3.013333333,0.396435852,0.109303028,0,0,0.0927735,0.764117558,0,0.0047244,19.4714286,3.072530864
2/3/2008,0.396435852,2.22,3.6,2.973268892,4.24,3.11,0.368119006,0.109586196,0,0,0.093599,0.766826,0,0.0037592,13.9428571,3.253472222
2/4/2008,0.424752699,2.22,4.5,3.001585739,4.23,3.196666667,0.368119006,0.113267386,0,0,0.1019175,0.77003275,0,0.0008128,28.4142857,4.379050926
2/5/2008,0.453069545,2.2,2.2,3.029902585,4.17,3.133333333,0.368119006,0.114966397,0,0,0.10633075,0.77543025,0.000719667,0.0013208,65.6714286,6.663580247
2/6/2008,0.424752699,2.26,0.85,3.029902585,4.22,3.033333333,0.368119006,0.114683229,0,0,0.1010285,0.7808595,0,0.0019812,42.7,3.206712963
2/7/2008,0.453069545,2.28,1.15,3.058219432,4.2,3.003333333,0.368119006,0.115249566,0,0,0.10404475,0.7798435,0,0.002286,23.5166667,3.286574074
2/8/2008,0.622970625,2.26,2.05,3.058219432,4.2,3.013333333,0.368119006,0.117514913,0,0,0.14220825,0.7765415,0,0.0029464,18.3166667,2.345138889
2/9/2008,0.566336932,2.25,3.25,3.029902585,4.2,3.04,0.368119006,0.117798082,0,0,0.1331595,0.77327125,8.47E-05,0.0016764,14.5333333,2.098842593
2/10/2008,0.566336932,2.24,2.85,3.001585739,4.23,3.023333333,0.368119006,0.120629766,0,0,0.1329055,0.76958825,0,0.0045212,54.4,3.467978395
2/11/2008,0.538020085,2.24,2.45,3.029902585,4.23,3.04,0.368119006,0.121479272,0,0,0.121285,0.775462,4.23E-05,0.003302,19.6571429,3.802276235
2/12/2008,0.622970625,2.25,3.65,3.086536278,4.2,3.103333333,0.339802159,0.12544363,0,0,0.1429385,0.780542,0.000296333,0.0053848,22.6,3.250771605
2/13/2008,0.679604318,2.25,5.75,3.086536278,4.2,3.193333333,0.339802159,0.125160462,0,0,0.15357475,0.7797165,0,0.0024384,13.8857143,2.404320988
2/14/2008,0.679604318,2.25,4.25,3.114853125,4.23,3.263333333,0.339802159,0.12742581,0,0,0.1508125,0.780288,0,0.0016764,40.3714286,4.741512346
2/15/2008,0.651287472,2.25,3.85,3.058219432,4.23,3.346666667,0.339802159,0.126859473,0,0,0.144907,0.77828775,0,0.0041656,34.3571429,1.201138117
